SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/115/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 255 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.187e+00     7.590e-02  
T     =       4.540s       98.196s  

RSS   =    2.840e-03
SD    =    9.730e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00    2.728e-02
    2       2.000s     8.669e-01     8.383e-01   -2.858e-02
    3       3.000s     7.109e-01     6.865e-01   -2.443e-02
    4       4.000s     5.676e-01     5.646e-01   -2.993e-03
    5       5.000s     4.568e-01     4.667e-01    9.806e-03
    6       6.000s     3.756e-01     3.879e-01    1.237e-02
    7       7.000s     3.128e-01     3.246e-01    1.185e-02
    8       8.000s     2.637e-01     2.737e-01    1.006e-02
    9       9.000s     2.270e-01     2.327e-01    5.731e-03
   10      10.000s     1.989e-01     1.997e-01    7.988e-04
   11      11.000s     1.750e-01     1.731e-01   -1.924e-03
   12      12.000s     1.547e-01     1.516e-01   -3.116e-03
   13      13.000s     1.389e-01     1.342e-01   -4.673e-03
   14      14.000s     1.261e-01     1.202e-01   -5.921e-03
   15      15.000s     1.141e-01     1.087e-01   -5.386e-03
   16      16.000s     1.034e-01     9.947e-02   -3.905e-03
   17      17.000s     9.495e-02     9.190e-02   -3.047e-03
   18      18.000s     8.813e-02     8.571e-02   -2.430e-03
   19      19.000s     8.170e-02     8.061e-02   -1.085e-03
   20      20.000s     7.617e-02     7.641e-02    2.386e-04
   21      21.000s     7.246e-02     7.292e-02    4.541e-04
   22      22.000s     6.973e-02     7.000e-02    2.649e-04
   23      23.000s     6.670e-02     6.754e-02    8.394e-04
   24      24.000s     6.375e-02     6.545e-02    1.695e-03
   25      25.000s     6.186e-02     6.366e-02    1.802e-03
   26      26.000s     6.058e-02     6.211e-02    1.535e-03
   27      27.000s     5.904e-02     6.076e-02    1.716e-03
   28      28.000s     5.776e-02     5.956e-02    1.795e-03
   29      29.000s     5.778e-02     5.849e-02    7.068e-04
   30      30.000s     5.893e-02     5.752e-02   -1.411e-03

============================================================

