SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/182/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.244e+00     1.418e-02  
T     =       5.614s    347977743213047.625s  

RSS   =    1.086e-02
SD    =    1.903e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.055e+00    5.503e-02
    2       2.000s     8.944e-01     8.852e-01   -9.228e-03
    3       3.000s     7.804e-01     7.431e-01   -3.735e-02
    4       4.000s     6.636e-01     6.241e-01   -3.946e-02
    5       5.000s     5.531e-01     5.246e-01   -2.853e-02
    6       6.000s     4.558e-01     4.413e-01   -1.443e-02
    7       7.000s     3.729e-01     3.716e-01   -1.242e-03
    8       8.000s     3.038e-01     3.133e-01    9.498e-03
    9       9.000s     2.481e-01     2.645e-01    1.635e-02
   10      10.000s     2.045e-01     2.236e-01    1.920e-02
   11      11.000s     1.698e-01     1.895e-01    1.967e-02
   12      12.000s     1.417e-01     1.609e-01    1.916e-02
   13      13.000s     1.192e-01     1.369e-01    1.775e-02
   14      14.000s     1.014e-01     1.169e-01    1.549e-02
   15      15.000s     8.701e-02     1.001e-01    1.313e-02
   16      16.000s     7.504e-02     8.612e-02    1.107e-02
   17      17.000s     6.548e-02     7.438e-02    8.902e-03
   18      18.000s     5.811e-02     6.456e-02    6.450e-03
   19      19.000s     5.206e-02     5.634e-02    4.273e-03
   20      20.000s     4.680e-02     4.946e-02    2.662e-03
   21      21.000s     4.258e-02     4.370e-02    1.121e-03
   22      22.000s     3.964e-02     3.888e-02   -7.575e-04
   23      23.000s     3.757e-02     3.485e-02   -2.718e-03
   24      24.000s     3.598e-02     3.148e-02   -4.504e-03
   25      25.000s     3.508e-02     2.866e-02   -6.420e-03
   26      26.000s     3.516e-02     2.630e-02   -8.863e-03
   27      27.000s     3.612e-02     2.432e-02   -1.180e-02
   28      28.000s     3.765e-02     2.267e-02   -1.498e-02
   29      29.000s     3.949e-02     2.128e-02   -1.821e-02
   30      30.000s     4.138e-02     2.012e-02   -2.126e-02

============================================================

