SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/344/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 272 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.182e+00     6.472e-02  
T     =       4.689s      196.090s  

RSS   =    1.634e-03
SD    =    7.380e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.907e-02
    2       2.000s     8.525e-01     8.354e-01   -1.707e-02
    3       3.000s     7.054e-01     6.869e-01   -1.847e-02
    4       4.000s     5.738e-01     5.669e-01   -6.856e-03
    5       5.000s     4.654e-01     4.699e-01    4.513e-03
    6       6.000s     3.810e-01     3.915e-01    1.047e-02
    7       7.000s     3.166e-01     3.280e-01    1.140e-02
    8       8.000s     2.673e-01     2.767e-01    9.425e-03
    9       9.000s     2.291e-01     2.352e-01    6.048e-03
   10      10.000s     1.994e-01     2.016e-01    2.145e-03
   11      11.000s     1.758e-01     1.744e-01   -1.418e-03
   12      12.000s     1.563e-01     1.523e-01   -3.999e-03
   13      13.000s     1.399e-01     1.344e-01   -5.475e-03
   14      14.000s     1.259e-01     1.199e-01   -5.927e-03
   15      15.000s     1.136e-01     1.082e-01   -5.394e-03
   16      16.000s     1.028e-01     9.861e-02   -4.189e-03
   17      17.000s     9.376e-02     9.082e-02   -2.934e-03
   18      18.000s     8.643e-02     8.448e-02   -1.959e-03
   19      19.000s     8.030e-02     7.929e-02   -1.011e-03
   20      20.000s     7.489e-02     7.505e-02    1.599e-04
   21      21.000s     7.026e-02     7.156e-02    1.299e-03
   22      22.000s     6.665e-02     6.869e-02    2.043e-03
   23      23.000s     6.384e-02     6.631e-02    2.468e-03
   24      24.000s     6.149e-02     6.434e-02    2.848e-03
   25      25.000s     5.959e-02     6.269e-02    3.101e-03
   26      26.000s     5.846e-02     6.130e-02    2.841e-03
   27      27.000s     5.826e-02     6.013e-02    1.868e-03
   28      28.000s     5.881e-02     5.912e-02    3.133e-04
   29      29.000s     5.986e-02     5.826e-02   -1.604e-03
   30      30.000s     6.122e-02     5.751e-02   -3.711e-03

============================================================

