SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/184/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 430 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.198e+00     5.915e-02  
T     =       4.592s      682.243s  

RSS   =    2.399e-03
SD    =    8.942e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.022e+00    2.225e-02
    2       2.000s     8.509e-01     8.337e-01   -1.726e-02
    3       3.000s     7.056e-01     6.820e-01   -2.362e-02
    4       4.000s     5.720e-01     5.599e-01   -1.205e-02
    5       5.000s     4.571e-01     4.618e-01    4.631e-03
    6       6.000s     3.678e-01     3.828e-01    1.499e-02
    7       7.000s     3.037e-01     3.193e-01    1.563e-02
    8       8.000s     2.568e-01     2.682e-01    1.134e-02
    9       9.000s     2.201e-01     2.270e-01    6.934e-03
   10      10.000s     1.912e-01     1.939e-01    2.709e-03
   11      11.000s     1.693e-01     1.673e-01   -1.954e-03
   12      12.000s     1.513e-01     1.459e-01   -5.437e-03
   13      13.000s     1.350e-01     1.286e-01   -6.380e-03
   14      14.000s     1.207e-01     1.147e-01   -5.994e-03
   15      15.000s     1.093e-01     1.035e-01   -5.783e-03
   16      16.000s     9.979e-02     9.450e-02   -5.288e-03
   17      17.000s     9.097e-02     8.723e-02   -3.736e-03
   18      18.000s     8.329e-02     8.137e-02   -1.921e-03
   19      19.000s     7.747e-02     7.663e-02   -8.397e-04
   20      20.000s     7.288e-02     7.281e-02   -7.144e-05
   21      21.000s     6.865e-02     6.972e-02    1.066e-03
   22      22.000s     6.509e-02     6.721e-02    2.119e-03
   23      23.000s     6.270e-02     6.518e-02    2.480e-03
   24      24.000s     6.101e-02     6.354e-02    2.524e-03
   25      25.000s     5.953e-02     6.219e-02    2.663e-03
   26      26.000s     5.869e-02     6.110e-02    2.409e-03
   27      27.000s     5.881e-02     6.020e-02    1.387e-03
   28      28.000s     5.928e-02     5.946e-02    1.780e-04
   29      29.000s     5.965e-02     5.885e-02   -8.019e-04
   30      30.000s     6.051e-02     5.835e-02   -2.169e-03

============================================================

