SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/223/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.191e+00     1.641e-02  
T     =       6.593s    29616259530077.352s  

RSS   =    6.657e-03
SD    =    1.490e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.040e+00    4.009e-02
    2       2.000s     8.963e-01     8.960e-01   -2.838e-04
    3       3.000s     7.923e-01     7.722e-01   -2.010e-02
    4       4.000s     6.922e-01     6.659e-01   -2.637e-02
    5       5.000s     5.984e-01     5.745e-01   -2.392e-02
    6       6.000s     5.133e-01     4.959e-01   -1.732e-02
    7       7.000s     4.385e-01     4.285e-01   -1.003e-02
    8       8.000s     3.739e-01     3.705e-01   -3.389e-03
    9       9.000s     3.179e-01     3.207e-01    2.728e-03
   10      10.000s     2.695e-01     2.778e-01    8.289e-03
   11      11.000s     2.284e-01     2.410e-01    1.260e-02
   12      12.000s     1.943e-01     2.094e-01    1.510e-02
   13      13.000s     1.663e-01     1.823e-01    1.593e-02
   14      14.000s     1.432e-01     1.589e-01    1.569e-02
   15      15.000s     1.240e-01     1.389e-01    1.484e-02
   16      16.000s     1.081e-01     1.216e-01    1.358e-02
   17      17.000s     9.487e-02     1.068e-01    1.196e-02
   18      18.000s     8.410e-02     9.411e-02    1.000e-02
   19      19.000s     7.540e-02     8.317e-02    7.776e-03
   20      20.000s     6.825e-02     7.378e-02    5.533e-03
   21      21.000s     6.208e-02     6.571e-02    3.628e-03
   22      22.000s     5.665e-02     5.877e-02    2.122e-03
   23      23.000s     5.219e-02     5.281e-02    6.218e-04
   24      24.000s     4.904e-02     4.769e-02   -1.355e-03
   25      25.000s     4.727e-02     4.329e-02   -3.982e-03
   26      26.000s     4.669e-02     3.950e-02   -7.188e-03
   27      27.000s     4.715e-02     3.625e-02   -1.090e-02
   28      28.000s     4.840e-02     3.346e-02   -1.494e-02
   29      29.000s     4.988e-02     3.106e-02   -1.882e-02
   30      30.000s     5.092e-02     2.900e-02   -2.192e-02

============================================================

