SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/214/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.208e+00     2.738e-02  
T     =       5.058s    1204658891953880.250s  

RSS   =    1.151e-03
SD    =    6.195e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.906e-02
    2       2.000s     8.503e-01     8.411e-01   -9.198e-03
    3       3.000s     7.092e-01     6.952e-01   -1.401e-02
    4       4.000s     5.859e-01     5.754e-01   -1.057e-02
    5       5.000s     4.816e-01     4.770e-01   -4.598e-03
    6       6.000s     3.960e-01     3.964e-01    4.017e-04
    7       7.000s     3.273e-01     3.302e-01    2.871e-03
    8       8.000s     2.720e-01     2.759e-01    3.858e-03
    9       9.000s     2.267e-01     2.313e-01    4.579e-03
   10      10.000s     1.899e-01     1.947e-01    4.758e-03
   11      11.000s     1.605e-01     1.647e-01    4.169e-03
   12      12.000s     1.364e-01     1.401e-01    3.680e-03
   13      13.000s     1.161e-01     1.198e-01    3.755e-03
   14      14.000s     9.964e-02     1.033e-01    3.616e-03
   15      15.000s     8.682e-02     8.964e-02    2.817e-03
   16      16.000s     7.632e-02     7.847e-02    2.157e-03
   17      17.000s     6.707e-02     6.931e-02    2.232e-03
   18      18.000s     5.936e-02     6.179e-02    2.421e-03
   19      19.000s     5.353e-02     5.561e-02    2.086e-03
   20      20.000s     4.894e-02     5.055e-02    1.609e-03
   21      21.000s     4.494e-02     4.639e-02    1.450e-03
   22      22.000s     4.174e-02     4.298e-02    1.243e-03
   23      23.000s     3.959e-02     4.018e-02    5.970e-04
   24      24.000s     3.802e-02     3.789e-02   -1.329e-04
   25      25.000s     3.663e-02     3.600e-02   -6.274e-04
   26      26.000s     3.584e-02     3.446e-02   -1.379e-03
   27      27.000s     3.618e-02     3.319e-02   -2.989e-03
   28      28.000s     3.746e-02     3.215e-02   -5.317e-03
   29      29.000s     3.920e-02     3.129e-02   -7.903e-03
   30      30.000s     4.122e-02     3.059e-02   -1.063e-02

============================================================

