SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/68/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 139 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.224e+00     2.986e-02  
T     =       4.895s      112.163s  

RSS   =    2.682e-03
SD    =    9.455e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.028e+00    2.755e-02
    2       2.000s     8.644e-01     8.429e-01   -2.146e-02
    3       3.000s     7.179e-01     6.923e-01   -2.562e-02
    4       4.000s     5.814e-01     5.695e-01   -1.189e-02
    5       5.000s     4.659e-01     4.693e-01    3.394e-03
    6       6.000s     3.756e-01     3.876e-01    1.202e-02
    7       7.000s     3.076e-01     3.210e-01    1.338e-02
    8       8.000s     2.554e-01     2.666e-01    1.124e-02
    9       9.000s     2.139e-01     2.222e-01    8.338e-03
   10      10.000s     1.813e-01     1.860e-01    4.763e-03
   11      11.000s     1.557e-01     1.565e-01    7.233e-04
   12      12.000s     1.346e-01     1.323e-01   -2.299e-03
   13      13.000s     1.162e-01     1.126e-01   -3.607e-03
   14      14.000s     1.006e-01     9.646e-02   -4.129e-03
   15      15.000s     8.778e-02     8.327e-02   -4.510e-03
   16      16.000s     7.671e-02     7.248e-02   -4.235e-03
   17      17.000s     6.680e-02     6.364e-02   -3.160e-03
   18      18.000s     5.857e-02     5.640e-02   -2.177e-03
   19      19.000s     5.217e-02     5.045e-02   -1.725e-03
   20      20.000s     4.672e-02     4.556e-02   -1.156e-03
   21      21.000s     4.167e-02     4.154e-02   -1.348e-04
   22      22.000s     3.752e-02     3.822e-02    6.963e-04
   23      23.000s     3.450e-02     3.548e-02    9.717e-04
   24      24.000s     3.196e-02     3.320e-02    1.235e-03
   25      25.000s     2.956e-02     3.131e-02    1.750e-03
   26      26.000s     2.787e-02     2.973e-02    1.858e-03
   27      27.000s     2.730e-02     2.840e-02    1.095e-03
   28      28.000s     2.735e-02     2.728e-02   -6.576e-05
   29      29.000s     2.746e-02     2.633e-02   -1.123e-03
   30      30.000s     2.780e-02     2.552e-02   -2.273e-03

============================================================

