SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/34/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 335 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.244e+00     3.753e-02  
T     =       4.407s      215.028s  

RSS   =    3.403e-03
SD    =    1.065e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.029e+00    2.852e-02
    2       2.000s     8.518e-01     8.271e-01   -2.467e-02
    3       3.000s     6.952e-01     6.666e-01   -2.859e-02
    4       4.000s     5.493e-01     5.386e-01   -1.068e-02
    5       5.000s     4.295e-01     4.366e-01    7.054e-03
    6       6.000s     3.399e-01     3.552e-01    1.533e-02
    7       7.000s     2.743e-01     2.904e-01    1.607e-02
    8       8.000s     2.252e-01     2.386e-01    1.340e-02
    9       9.000s     1.885e-01     1.973e-01    8.835e-03
   10      10.000s     1.611e-01     1.644e-01    3.335e-03
   11      11.000s     1.393e-01     1.382e-01   -1.164e-03
   12      12.000s     1.209e-01     1.172e-01   -3.734e-03
   13      13.000s     1.057e-01     1.004e-01   -5.256e-03
   14      14.000s     9.342e-02     8.705e-02   -6.368e-03
   15      15.000s     8.292e-02     7.636e-02   -6.559e-03
   16      16.000s     7.353e-02     6.780e-02   -5.727e-03
   17      17.000s     6.570e-02     6.095e-02   -4.750e-03
   18      18.000s     5.946e-02     5.546e-02   -4.006e-03
   19      19.000s     5.396e-02     5.105e-02   -2.916e-03
   20      20.000s     4.885e-02     4.750e-02   -1.352e-03
   21      21.000s     4.470e-02     4.464e-02   -6.429e-05
   22      22.000s     4.168e-02     4.233e-02    6.524e-04
   23      23.000s     3.911e-02     4.046e-02    1.354e-03
   24      24.000s     3.673e-02     3.894e-02    2.207e-03
   25      25.000s     3.507e-02     3.769e-02    2.624e-03
   26      26.000s     3.424e-02     3.667e-02    2.428e-03
   27      27.000s     3.366e-02     3.582e-02    2.163e-03
   28      28.000s     3.320e-02     3.512e-02    1.913e-03
   29      29.000s     3.355e-02     3.452e-02    9.697e-04
   30      30.000s     3.503e-02     3.402e-02   -1.004e-03

============================================================

