SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/19/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 138 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.247e+00     5.211e-02  
T     =       4.174s      174.528s  

RSS   =    4.732e-03
SD    =    1.256e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.033e+00    3.305e-02
    2       2.000s     8.545e-01     8.237e-01   -3.074e-02
    3       3.000s     6.924e-01     6.589e-01   -3.346e-02
    4       4.000s     5.393e-01     5.292e-01   -1.016e-02
    5       5.000s     4.159e-01     4.270e-01    1.107e-02
    6       6.000s     3.270e-01     3.465e-01    1.948e-02
    7       7.000s     2.645e-01     2.831e-01    1.864e-02
    8       8.000s     2.188e-01     2.332e-01    1.442e-02
    9       9.000s     1.851e-01     1.938e-01    8.730e-03
   10      10.000s     1.606e-01     1.628e-01    2.219e-03
   11      11.000s     1.414e-01     1.383e-01   -3.086e-03
   12      12.000s     1.248e-01     1.190e-01   -5.823e-03
   13      13.000s     1.107e-01     1.037e-01   -6.944e-03
   14      14.000s     9.926e-02     9.166e-02   -7.602e-03
   15      15.000s     8.952e-02     8.210e-02   -7.414e-03
   16      16.000s     8.050e-02     7.453e-02   -5.975e-03
   17      17.000s     7.273e-02     6.851e-02   -4.221e-03
   18      18.000s     6.673e-02     6.371e-02   -3.017e-03
   19      19.000s     6.177e-02     5.988e-02   -1.888e-03
   20      20.000s     5.707e-02     5.681e-02   -2.592e-04
   21      21.000s     5.304e-02     5.434e-02    1.301e-03
   22      22.000s     5.024e-02     5.235e-02    2.107e-03
   23      23.000s     4.820e-02     5.072e-02    2.518e-03
   24      24.000s     4.630e-02     4.938e-02    3.082e-03
   25      25.000s     4.483e-02     4.828e-02    3.447e-03
   26      26.000s     4.433e-02     4.735e-02    3.023e-03
   27      27.000s     4.466e-02     4.657e-02    1.916e-03
   28      28.000s     4.545e-02     4.591e-02    4.550e-04
   29      29.000s     4.678e-02     4.533e-02   -1.446e-03
   30      30.000s     4.852e-02     4.482e-02   -3.697e-03

============================================================

