SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/340/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 126 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.195e+00     7.144e-02  
T     =       4.022s      178.082s  

RSS   =    2.542e-03
SD    =    9.205e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.003e+00    2.919e-03
    2       2.000s     8.157e-01     7.974e-01   -1.836e-02
    3       3.000s     6.394e-01     6.370e-01   -2.459e-03
    4       4.000s     4.996e-01     5.118e-01    1.224e-02
    5       5.000s     3.978e-01     4.141e-01    1.630e-02
    6       6.000s     3.238e-01     3.379e-01    1.410e-02
    7       7.000s     2.694e-01     2.783e-01    8.895e-03
    8       8.000s     2.303e-01     2.318e-01    1.458e-03
    9       9.000s     2.014e-01     1.954e-01   -6.002e-03
   10      10.000s     1.778e-01     1.670e-01   -1.086e-02
   11      11.000s     1.577e-01     1.447e-01   -1.305e-02
   12      12.000s     1.413e-01     1.272e-01   -1.401e-02
   13      13.000s     1.275e-01     1.136e-01   -1.393e-02
   14      14.000s     1.151e-01     1.028e-01   -1.231e-02
   15      15.000s     1.041e-01     9.434e-02   -9.782e-03
   16      16.000s     9.518e-02     8.766e-02   -7.522e-03
   17      17.000s     8.792e-02     8.237e-02   -5.544e-03
   18      18.000s     8.134e-02     7.817e-02   -3.168e-03
   19      19.000s     7.538e-02     7.481e-02   -5.701e-04
   20      20.000s     7.064e-02     7.212e-02    1.480e-03
   21      21.000s     6.702e-02     6.994e-02    2.922e-03
   22      22.000s     6.388e-02     6.817e-02    4.288e-03
   23      23.000s     6.102e-02     6.671e-02    5.682e-03
   24      24.000s     5.868e-02     6.549e-02    6.809e-03
   25      25.000s     5.682e-02     6.447e-02    7.651e-03
   26      26.000s     5.529e-02     6.359e-02    8.304e-03
   27      27.000s     5.437e-02     6.284e-02    8.472e-03
   28      28.000s     5.435e-02     6.218e-02    7.828e-03
   29      29.000s     5.504e-02     6.158e-02    6.545e-03
   30      30.000s     5.615e-02     6.105e-02    4.898e-03

============================================================

