SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/167/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.186e+00     3.698e-02  
T     =       5.542s    306563832676160.812s  

RSS   =    2.154e-03
SD    =    8.474e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00    2.682e-02
    2       2.000s     8.724e-01     8.634e-01   -9.001e-03
    3       3.000s     7.465e-01     7.270e-01   -1.954e-02
    4       4.000s     6.300e-01     6.131e-01   -1.691e-02
    5       5.000s     5.274e-01     5.180e-01   -9.390e-03
    6       6.000s     4.406e-01     4.386e-01   -2.052e-03
    7       7.000s     3.692e-01     3.723e-01    3.024e-03
    8       8.000s     3.111e-01     3.169e-01    5.794e-03
    9       9.000s     2.637e-01     2.707e-01    6.952e-03
   10      10.000s     2.250e-01     2.321e-01    7.129e-03
   11      11.000s     1.931e-01     1.999e-01    6.790e-03
   12      12.000s     1.667e-01     1.730e-01    6.277e-03
   13      13.000s     1.448e-01     1.505e-01    5.709e-03
   14      14.000s     1.268e-01     1.318e-01    5.014e-03
   15      15.000s     1.120e-01     1.161e-01    4.186e-03
   16      16.000s     9.966e-02     1.031e-01    3.413e-03
   17      17.000s     8.931e-02     9.216e-02    2.856e-03
   18      18.000s     8.063e-02     8.305e-02    2.425e-03
   19      19.000s     7.355e-02     7.545e-02    1.899e-03
   20      20.000s     6.786e-02     6.910e-02    1.236e-03
   21      21.000s     6.316e-02     6.379e-02    6.303e-04
   22      22.000s     5.913e-02     5.937e-02    2.325e-04
   23      23.000s     5.573e-02     5.567e-02   -6.314e-05
   24      24.000s     5.309e-02     5.258e-02   -5.058e-04
   25      25.000s     5.125e-02     5.001e-02   -1.238e-03
   26      26.000s     5.012e-02     4.786e-02   -2.264e-03
   27      27.000s     4.972e-02     4.606e-02   -3.662e-03
   28      28.000s     5.023e-02     4.456e-02   -5.667e-03
   29      29.000s     5.173e-02     4.331e-02   -8.425e-03
   30      30.000s     5.393e-02     4.226e-02   -1.167e-02

============================================================

