SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/43/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 406 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.066e+00     1.140e-01  
T     =       5.595s       44.025s  

RSS   =    1.774e-04
SD    =    2.432e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.003e+00    2.620e-03
    2       2.000s     8.603e-01     8.543e-01   -6.032e-03
    3       3.000s     7.313e-01     7.298e-01   -1.483e-03
    4       4.000s     6.226e-01     6.254e-01    2.768e-03
    5       5.000s     5.346e-01     5.378e-01    3.174e-03
    6       6.000s     4.620e-01     4.641e-01    2.084e-03
    7       7.000s     4.005e-01     4.022e-01    1.695e-03
    8       8.000s     3.487e-01     3.501e-01    1.378e-03
    9       9.000s     3.062e-01     3.062e-01   -1.051e-05
   10      10.000s     2.710e-01     2.692e-01   -1.762e-03
   11      11.000s     2.406e-01     2.380e-01   -2.568e-03
   12      12.000s     2.141e-01     2.116e-01   -2.535e-03
   13      13.000s     1.917e-01     1.892e-01   -2.488e-03
   14      14.000s     1.726e-01     1.702e-01   -2.347e-03
   15      15.000s     1.557e-01     1.541e-01   -1.597e-03
   16      16.000s     1.409e-01     1.403e-01   -5.969e-04
   17      17.000s     1.287e-01     1.286e-01   -9.797e-05
   18      18.000s     1.184e-01     1.185e-01    4.946e-05
   19      19.000s     1.092e-01     1.098e-01    5.754e-04
   20      20.000s     1.007e-01     1.023e-01    1.528e-03
   21      21.000s     9.344e-02     9.575e-02    2.314e-03
   22      22.000s     8.737e-02     9.007e-02    2.701e-03
   23      23.000s     8.221e-02     8.510e-02    2.892e-03
   24      24.000s     7.789e-02     8.072e-02    2.833e-03
   25      25.000s     7.458e-02     7.685e-02    2.266e-03
   26      26.000s     7.210e-02     7.340e-02    1.301e-03
   27      27.000s     7.006e-02     7.031e-02    2.451e-04
   28      28.000s     6.853e-02     6.752e-02   -1.013e-03
   29      29.000s     6.782e-02     6.500e-02   -2.825e-03
   30      30.000s     6.786e-02     6.269e-02   -5.173e-03

============================================================

