SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/115/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.256e+00     2.645e-02  
T     =       4.689s    63546983036810.109s  

RSS   =    4.882e-03
SD    =    1.276e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.041e+00    4.118e-02
    2       2.000s     8.731e-01     8.463e-01   -2.678e-02
    3       3.000s     7.226e-01     6.889e-01   -3.378e-02
    4       4.000s     5.804e-01     5.617e-01   -1.870e-02
    5       5.000s     4.634e-01     4.589e-01   -4.523e-03
    6       6.000s     3.707e-01     3.758e-01    5.150e-03
    7       7.000s     2.966e-01     3.087e-01    1.216e-02
    8       8.000s     2.394e-01     2.545e-01    1.513e-02
    9       9.000s     1.973e-01     2.107e-01    1.340e-02
   10      10.000s     1.651e-01     1.753e-01    1.022e-02
   11      11.000s     1.385e-01     1.467e-01    8.223e-03
   12      12.000s     1.172e-01     1.236e-01    6.398e-03
   13      13.000s     1.013e-01     1.050e-01    3.639e-03
   14      14.000s     8.847e-02     8.990e-02    1.423e-03
   15      15.000s     7.680e-02     7.771e-02    9.113e-04
   16      16.000s     6.713e-02     6.787e-02    7.408e-04
   17      17.000s     6.025e-02     5.991e-02   -3.358e-04
   18      18.000s     5.480e-02     5.349e-02   -1.311e-03
   19      19.000s     4.946e-02     4.830e-02   -1.161e-03
   20      20.000s     4.494e-02     4.410e-02   -8.364e-04
   21      21.000s     4.207e-02     4.071e-02   -1.358e-03
   22      22.000s     3.995e-02     3.797e-02   -1.974e-03
   23      23.000s     3.754e-02     3.576e-02   -1.784e-03
   24      24.000s     3.542e-02     3.397e-02   -1.443e-03
   25      25.000s     3.434e-02     3.253e-02   -1.811e-03
   26      26.000s     3.381e-02     3.136e-02   -2.448e-03
   27      27.000s     3.323e-02     3.042e-02   -2.816e-03
   28      28.000s     3.326e-02     2.966e-02   -3.603e-03
   29      29.000s     3.463e-02     2.904e-02   -5.587e-03
   30      30.000s     3.687e-02     2.854e-02   -8.322e-03

============================================================

