SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/95/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.206e+00     1.902e-02  
T     =       5.478s    258978744342438.656s  

RSS   =    1.434e-03
SD    =    6.913e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.024e+00    2.391e-02
    2       2.000s     8.722e-01     8.562e-01   -1.599e-02
    3       3.000s     7.332e-01     7.165e-01   -1.664e-02
    4       4.000s     6.080e-01     6.001e-01   -7.868e-03
    5       5.000s     5.046e-01     5.032e-01   -1.460e-03
    6       6.000s     4.204e-01     4.224e-01    1.996e-03
    7       7.000s     3.515e-01     3.551e-01    3.566e-03
    8       8.000s     2.955e-01     2.990e-01    3.529e-03
    9       9.000s     2.495e-01     2.523e-01    2.811e-03
   10      10.000s     2.108e-01     2.134e-01    2.534e-03
   11      11.000s     1.782e-01     1.809e-01    2.679e-03
   12      12.000s     1.512e-01     1.539e-01    2.709e-03
   13      13.000s     1.287e-01     1.314e-01    2.742e-03
   14      14.000s     1.096e-01     1.126e-01    3.063e-03
   15      15.000s     9.374e-02     9.702e-02    3.287e-03
   16      16.000s     8.102e-02     8.401e-02    2.984e-03
   17      17.000s     7.068e-02     7.316e-02    2.484e-03
   18      18.000s     6.186e-02     6.413e-02    2.271e-03
   19      19.000s     5.444e-02     5.660e-02    2.159e-03
   20      20.000s     4.856e-02     5.033e-02    1.770e-03
   21      21.000s     4.383e-02     4.511e-02    1.278e-03
   22      22.000s     3.977e-02     4.076e-02    9.880e-04
   23      23.000s     3.646e-02     3.713e-02    6.665e-04
   24      24.000s     3.417e-02     3.411e-02   -6.119e-05
   25      25.000s     3.264e-02     3.159e-02   -1.047e-03
   26      26.000s     3.145e-02     2.949e-02   -1.959e-03
   27      27.000s     3.069e-02     2.775e-02   -2.946e-03
   28      28.000s     3.070e-02     2.629e-02   -4.412e-03
   29      29.000s     3.147e-02     2.508e-02   -6.394e-03
   30      30.000s     3.271e-02     2.407e-02   -8.644e-03

============================================================

