SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/120/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 312 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.202e+00     6.799e-02  
T     =       4.480s      150.439s  

RSS   =    3.557e-03
SD    =    1.089e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.029e+00    2.918e-02
    2       2.000s     8.655e-01     8.364e-01   -2.918e-02
    3       3.000s     7.097e-01     6.820e-01   -2.771e-02
    4       4.000s     5.646e-01     5.585e-01   -6.100e-03
    5       5.000s     4.493e-01     4.596e-01    1.030e-02
    6       6.000s     3.643e-01     3.804e-01    1.610e-02
    7       7.000s     3.014e-01     3.169e-01    1.550e-02
    8       8.000s     2.542e-01     2.661e-01    1.187e-02
    9       9.000s     2.189e-01     2.253e-01    6.436e-03
   10      10.000s     1.918e-01     1.926e-01    8.153e-04
   11      11.000s     1.698e-01     1.664e-01   -3.360e-03
   12      12.000s     1.512e-01     1.453e-01   -5.842e-03
   13      13.000s     1.355e-01     1.284e-01   -7.071e-03
   14      14.000s     1.218e-01     1.148e-01   -7.026e-03
   15      15.000s     1.096e-01     1.038e-01   -5.810e-03
   16      16.000s     9.923e-02     9.494e-02   -4.293e-03
   17      17.000s     9.095e-02     8.777e-02   -3.177e-03
   18      18.000s     8.417e-02     8.196e-02   -2.215e-03
   19      19.000s     7.827e-02     7.723e-02   -1.037e-03
   20      20.000s     7.330e-02     7.337e-02    6.821e-05
   21      21.000s     6.939e-02     7.021e-02    8.159e-04
   22      22.000s     6.606e-02     6.760e-02    1.537e-03
   23      23.000s     6.298e-02     6.544e-02    2.463e-03
   24      24.000s     6.052e-02     6.363e-02    3.113e-03
   25      25.000s     5.908e-02     6.212e-02    3.040e-03
   26      26.000s     5.831e-02     6.083e-02    2.519e-03
   27      27.000s     5.783e-02     5.972e-02    1.896e-03
   28      28.000s     5.788e-02     5.876e-02    8.882e-04
   29      29.000s     5.876e-02     5.793e-02   -8.298e-04
   30      30.000s     6.006e-02     5.718e-02   -2.875e-03

============================================================

