SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/252/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 127 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.231e+00     5.569e-02  
T     =       4.171s       86.845s  

RSS   =    2.455e-03
SD    =    9.045e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.337e-02
    2       2.000s     8.411e-01     8.163e-01   -2.479e-02
    3       3.000s     6.751e-01     6.533e-01   -2.179e-02
    4       4.000s     5.287e-01     5.249e-01   -3.862e-03
    5       5.000s     4.149e-01     4.237e-01    8.841e-03
    6       6.000s     3.309e-01     3.440e-01    1.306e-02
    7       7.000s     2.684e-01     2.811e-01    1.274e-02
    8       8.000s     2.213e-01     2.316e-01    1.023e-02
    9       9.000s     1.867e-01     1.925e-01    5.796e-03
   10      10.000s     1.609e-01     1.616e-01    6.756e-04
   11      11.000s     1.403e-01     1.371e-01   -3.154e-03
   12      12.000s     1.230e-01     1.178e-01   -5.210e-03
   13      13.000s     1.088e-01     1.025e-01   -6.303e-03
   14      14.000s     9.695e-02     9.030e-02   -6.653e-03
   15      15.000s     8.650e-02     8.061e-02   -5.887e-03
   16      16.000s     7.728e-02     7.288e-02   -4.398e-03
   17      17.000s     6.983e-02     6.669e-02   -3.140e-03
   18      18.000s     6.395e-02     6.171e-02   -2.245e-03
   19      19.000s     5.880e-02     5.769e-02   -1.112e-03
   20      20.000s     5.411e-02     5.442e-02    3.067e-04
   21      21.000s     5.032e-02     5.174e-02    1.417e-03
   22      22.000s     4.746e-02     4.953e-02    2.068e-03
   23      23.000s     4.503e-02     4.769e-02    2.666e-03
   24      24.000s     4.291e-02     4.615e-02    3.239e-03
   25      25.000s     4.150e-02     4.483e-02    3.333e-03
   26      26.000s     4.087e-02     4.370e-02    2.825e-03
   27      27.000s     4.071e-02     4.271e-02    2.002e-03
   28      28.000s     4.102e-02     4.184e-02    8.243e-04
   29      29.000s     4.215e-02     4.106e-02   -1.093e-03
   30      30.000s     4.404e-02     4.035e-02   -3.692e-03

============================================================

