SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/187/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 303 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.203e+00     9.910e-02  
T     =       3.738s       36.253s  

RSS   =    1.707e-03
SD    =    7.543e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.017e+00    1.700e-02
    2       2.000s     8.207e-01     7.983e-01   -2.241e-02
    3       3.000s     6.450e-01     6.304e-01   -1.463e-02
    4       4.000s     5.002e-01     5.014e-01    1.173e-03
    5       5.000s     3.918e-01     4.021e-01    1.028e-02
    6       6.000s     3.132e-01     3.256e-01    1.239e-02
    7       7.000s     2.564e-01     2.666e-01    1.022e-02
    8       8.000s     2.153e-01     2.210e-01    5.682e-03
    9       9.000s     1.850e-01     1.856e-01    5.790e-04
   10      10.000s     1.616e-01     1.581e-01   -3.489e-03
   11      11.000s     1.425e-01     1.366e-01   -5.945e-03
   12      12.000s     1.267e-01     1.197e-01   -6.982e-03
   13      13.000s     1.132e-01     1.064e-01   -6.788e-03
   14      14.000s     1.013e-01     9.578e-02   -5.544e-03
   15      15.000s     9.103e-02     8.728e-02   -3.757e-03
   16      16.000s     8.237e-02     8.039e-02   -1.988e-03
   17      17.000s     7.518e-02     7.474e-02   -4.381e-04
   18      18.000s     6.918e-02     7.007e-02    8.881e-04
   19      19.000s     6.425e-02     6.614e-02    1.888e-03
   20      20.000s     6.028e-02     6.279e-02    2.511e-03
   21      21.000s     5.694e-02     5.989e-02    2.950e-03
   22      22.000s     5.397e-02     5.736e-02    3.388e-03
   23      23.000s     5.142e-02     5.510e-02    3.684e-03
   24      24.000s     4.952e-02     5.307e-02    3.549e-03
   25      25.000s     4.831e-02     5.122e-02    2.908e-03
   26      26.000s     4.761e-02     4.952e-02    1.909e-03
   27      27.000s     4.728e-02     4.793e-02    6.511e-04
   28      28.000s     4.739e-02     4.645e-02   -9.420e-04
   29      29.000s     4.808e-02     4.504e-02   -3.035e-03
   30      30.000s     4.943e-02     4.371e-02   -5.714e-03

============================================================

