SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/310/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 241 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.193e+00     6.467e-02  
T     =       4.502s       78.446s  

RSS   =    1.480e-03
SD    =    7.023e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.904e-02
    2       2.000s     8.472e-01     8.280e-01   -1.927e-02
    3       3.000s     6.916e-01     6.748e-01   -1.675e-02
    4       4.000s     5.562e-01     5.520e-01   -4.200e-03
    5       5.000s     4.484e-01     4.535e-01    5.129e-03
    6       6.000s     3.650e-01     3.745e-01    9.483e-03
    7       7.000s     3.008e-01     3.111e-01    1.028e-02
    8       8.000s     2.517e-01     2.602e-01    8.464e-03
    9       9.000s     2.142e-01     2.192e-01    4.989e-03
   10      10.000s     1.850e-01     1.863e-01    1.283e-03
   11      11.000s     1.614e-01     1.598e-01   -1.605e-03
   12      12.000s     1.420e-01     1.385e-01   -3.498e-03
   13      13.000s     1.258e-01     1.212e-01   -4.540e-03
   14      14.000s     1.121e-01     1.073e-01   -4.763e-03
   15      15.000s     1.003e-01     9.603e-02   -4.308e-03
   16      16.000s     9.040e-02     8.687e-02   -3.536e-03
   17      17.000s     8.210e-02     7.940e-02   -2.698e-03
   18      18.000s     7.509e-02     7.330e-02   -1.790e-03
   19      19.000s     6.914e-02     6.829e-02   -8.504e-04
   20      20.000s     6.422e-02     6.415e-02   -6.960e-05
   21      21.000s     6.024e-02     6.072e-02    4.810e-04
   22      22.000s     5.689e-02     5.786e-02    9.698e-04
   23      23.000s     5.392e-02     5.545e-02    1.522e-03
   24      24.000s     5.138e-02     5.340e-02    2.017e-03
   25      25.000s     4.939e-02     5.165e-02    2.260e-03
   26      26.000s     4.796e-02     5.013e-02    2.174e-03
   27      27.000s     4.706e-02     4.880e-02    1.740e-03
   28      28.000s     4.674e-02     4.763e-02    8.950e-04
   29      29.000s     4.703e-02     4.659e-02   -4.459e-04
   30      30.000s     4.800e-02     4.564e-02   -2.353e-03

============================================================

