SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/113/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 257 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.180e+00     6.937e-02  
T     =       4.484s       31.655s  

RSS   =    1.072e-03
SD    =    5.978e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.011e+00    1.149e-02
    2       2.000s     8.365e-01     8.206e-01   -1.584e-02
    3       3.000s     6.784e-01     6.676e-01   -1.077e-02
    4       4.000s     5.429e-01     5.448e-01    1.916e-03
    5       5.000s     4.369e-01     4.462e-01    9.293e-03
    6       6.000s     3.572e-01     3.670e-01    9.832e-03
    7       7.000s     2.963e-01     3.033e-01    7.078e-03
    8       8.000s     2.488e-01     2.521e-01    3.279e-03
    9       9.000s     2.118e-01     2.108e-01   -1.003e-03
   10      10.000s     1.821e-01     1.775e-01   -4.602e-03
   11      11.000s     1.568e-01     1.505e-01   -6.222e-03
   12      12.000s     1.349e-01     1.287e-01   -6.188e-03
   13      13.000s     1.166e-01     1.110e-01   -5.623e-03
   14      14.000s     1.012e-01     9.657e-02   -4.613e-03
   15      15.000s     8.751e-02     8.479e-02   -2.717e-03
   16      16.000s     7.563e-02     7.513e-02   -5.002e-04
   17      17.000s     6.616e-02     6.718e-02    1.016e-03
   18      18.000s     5.871e-02     6.059e-02    1.878e-03
   19      19.000s     5.231e-02     5.511e-02    2.803e-03
   20      20.000s     4.679e-02     5.052e-02    3.731e-03
   21      21.000s     4.261e-02     4.665e-02    4.035e-03
   22      22.000s     3.959e-02     4.335e-02    3.761e-03
   23      23.000s     3.704e-02     4.053e-02    3.489e-03
   24      24.000s     3.487e-02     3.809e-02    3.221e-03
   25      25.000s     3.347e-02     3.596e-02    2.491e-03
   26      26.000s     3.275e-02     3.409e-02    1.340e-03
   27      27.000s     3.226e-02     3.242e-02    1.654e-04
   28      28.000s     3.222e-02     3.093e-02   -1.286e-03
   29      29.000s     3.344e-02     2.958e-02   -3.852e-03
   30      30.000s     3.624e-02     2.835e-02   -7.881e-03

============================================================

