SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/138/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 319 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.264e+00     3.265e-02  
T     =       4.227s      386.599s  

RSS   =    3.828e-03
SD    =    1.130e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.030e+00    3.024e-02
    2       2.000s     8.501e-01     8.200e-01   -3.009e-02
    3       3.000s     6.823e-01     6.540e-01   -2.831e-02
    4       4.000s     5.302e-01     5.230e-01   -7.211e-03
    5       5.000s     4.103e-01     4.195e-01    9.256e-03
    6       6.000s     3.216e-01     3.378e-01    1.623e-02
    7       7.000s     2.566e-01     2.734e-01    1.673e-02
    8       8.000s     2.091e-01     2.224e-01    1.337e-02
    9       9.000s     1.745e-01     1.822e-01    7.779e-03
   10      10.000s     1.485e-01     1.505e-01    1.985e-03
   11      11.000s     1.278e-01     1.254e-01   -2.425e-03
   12      12.000s     1.108e-01     1.056e-01   -5.237e-03
   13      13.000s     9.673e-02     8.993e-02   -6.803e-03
   14      14.000s     8.474e-02     7.755e-02   -7.190e-03
   15      15.000s     7.435e-02     6.777e-02   -6.586e-03
   16      16.000s     6.561e-02     6.002e-02   -5.588e-03
   17      17.000s     5.845e-02     5.390e-02   -4.548e-03
   18      18.000s     5.230e-02     4.904e-02   -3.256e-03
   19      19.000s     4.685e-02     4.520e-02   -1.654e-03
   20      20.000s     4.238e-02     4.214e-02   -2.408e-04
   21      21.000s     3.911e-02     3.971e-02    6.085e-04
   22      22.000s     3.662e-02     3.778e-02    1.159e-03
   23      23.000s     3.444e-02     3.624e-02    1.799e-03
   24      24.000s     3.255e-02     3.501e-02    2.453e-03
   25      25.000s     3.117e-02     3.402e-02    2.847e-03
   26      26.000s     3.031e-02     3.322e-02    2.904e-03
   27      27.000s     3.001e-02     3.257e-02    2.558e-03
   28      28.000s     3.048e-02     3.204e-02    1.563e-03
   29      29.000s     3.176e-02     3.161e-02   -1.476e-04
   30      30.000s     3.345e-02     3.125e-02   -2.193e-03

============================================================

