SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/294/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.221e+00     2.609e-02  
T     =       5.373s    74503247608525.844s  

RSS   =    4.558e-03
SD    =    1.233e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.040e+00    4.000e-02
    2       2.000s     8.854e-01     8.678e-01   -1.756e-02
    3       3.000s     7.585e-01     7.249e-01   -3.359e-02
    4       4.000s     6.308e-01     6.062e-01   -2.460e-02
    5       5.000s     5.160e-01     5.077e-01   -8.332e-03
    6       6.000s     4.217e-01     4.259e-01    4.202e-03
    7       7.000s     3.473e-01     3.580e-01    1.077e-02
    8       8.000s     2.888e-01     3.017e-01    1.286e-02
    9       9.000s     2.430e-01     2.549e-01    1.182e-02
   10      10.000s     2.069e-01     2.160e-01    9.079e-03
   11      11.000s     1.772e-01     1.838e-01    6.575e-03
   12      12.000s     1.518e-01     1.570e-01    5.229e-03
   13      13.000s     1.303e-01     1.348e-01    4.433e-03
   14      14.000s     1.128e-01     1.163e-01    3.526e-03
   15      15.000s     9.829e-02     1.010e-01    2.687e-03
   16      16.000s     8.614e-02     8.826e-02    2.119e-03
   17      17.000s     7.617e-02     7.770e-02    1.530e-03
   18      18.000s     6.815e-02     6.894e-02    7.853e-04
   19      19.000s     6.144e-02     6.166e-02    2.203e-04
   20      20.000s     5.563e-02     5.562e-02   -1.033e-05
   21      21.000s     5.079e-02     5.060e-02   -1.861e-04
   22      22.000s     4.689e-02     4.644e-02   -4.520e-04
   23      23.000s     4.363e-02     4.298e-02   -6.432e-04
   24      24.000s     4.092e-02     4.011e-02   -8.061e-04
   25      25.000s     3.902e-02     3.773e-02   -1.284e-03
   26      26.000s     3.795e-02     3.575e-02   -2.191e-03
   27      27.000s     3.748e-02     3.411e-02   -3.365e-03
   28      28.000s     3.768e-02     3.275e-02   -4.934e-03
   29      29.000s     3.894e-02     3.162e-02   -7.322e-03
   30      30.000s     4.124e-02     3.068e-02   -1.056e-02

============================================================

