SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/199/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 261 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.220e+00     1.052e-01  
T     =       3.475s       20.885s  

RSS   =    1.548e-03
SD    =    7.183e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.015e+00    1.507e-02
    2       2.000s     8.062e-01     7.816e-01   -2.455e-02
    3       3.000s     6.150e-01     6.056e-01   -9.444e-03
    4       4.000s     4.657e-01     4.727e-01    6.962e-03
    5       5.000s     3.614e-01     3.721e-01    1.074e-02
    6       6.000s     2.867e-01     2.959e-01    9.226e-03
    7       7.000s     2.309e-01     2.380e-01    7.045e-03
    8       8.000s     1.909e-01     1.938e-01    2.912e-03
    9       9.000s     1.622e-01     1.599e-01   -2.349e-03
   10      10.000s     1.393e-01     1.338e-01   -5.476e-03
   11      11.000s     1.197e-01     1.136e-01   -6.114e-03
   12      12.000s     1.042e-01     9.783e-02   -6.351e-03
   13      13.000s     9.173e-02     8.541e-02   -6.321e-03
   14      14.000s     8.015e-02     7.553e-02   -4.617e-03
   15      15.000s     6.940e-02     6.759e-02   -1.813e-03
   16      16.000s     6.101e-02     6.112e-02    1.131e-04
   17      17.000s     5.477e-02     5.578e-02    1.015e-03
   18      18.000s     4.914e-02     5.131e-02    2.177e-03
   19      19.000s     4.401e-02     4.752e-02    3.505e-03
   20      20.000s     4.043e-02     4.425e-02    3.823e-03
   21      21.000s     3.808e-02     4.140e-02    3.314e-03
   22      22.000s     3.568e-02     3.887e-02    3.194e-03
   23      23.000s     3.317e-02     3.661e-02    3.443e-03
   24      24.000s     3.154e-02     3.457e-02    3.028e-03
   25      25.000s     3.077e-02     3.271e-02    1.935e-03
   26      26.000s     2.996e-02     3.099e-02    1.029e-03
   27      27.000s     2.917e-02     2.940e-02    2.347e-04
   28      28.000s     2.928e-02     2.792e-02   -1.358e-03
   29      29.000s     3.044e-02     2.654e-02   -3.902e-03
   30      30.000s     3.209e-02     2.524e-02   -6.849e-03

============================================================

