SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/268/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 307 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.277e+00     2.902e-02  
T     =       4.055s      302.498s  

RSS   =    3.218e-03
SD    =    1.036e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00    2.664e-02
    2       2.000s     8.349e-01     8.085e-01   -2.642e-02
    3       3.000s     6.645e-01     6.380e-01   -2.648e-02
    4       4.000s     5.117e-01     5.047e-01   -6.956e-03
    5       5.000s     3.907e-01     4.006e-01    9.857e-03
    6       6.000s     3.028e-01     3.192e-01    1.644e-02
    7       7.000s     2.400e-01     2.556e-01    1.558e-02
    8       8.000s     1.941e-01     2.058e-01    1.171e-02
    9       9.000s     1.602e-01     1.669e-01    6.662e-03
   10      10.000s     1.352e-01     1.365e-01    1.271e-03
   11      11.000s     1.158e-01     1.127e-01   -3.067e-03
   12      12.000s     9.960e-02     9.410e-02   -5.509e-03
   13      13.000s     8.611e-02     7.953e-02   -6.576e-03
   14      14.000s     7.507e-02     6.813e-02   -6.933e-03
   15      15.000s     6.570e-02     5.921e-02   -6.498e-03
   16      16.000s     5.747e-02     5.221e-02   -5.255e-03
   17      17.000s     5.055e-02     4.672e-02   -3.826e-03
   18      18.000s     4.506e-02     4.242e-02   -2.647e-03
   19      19.000s     4.050e-02     3.903e-02   -1.463e-03
   20      20.000s     3.646e-02     3.637e-02   -9.791e-05
   21      21.000s     3.321e-02     3.427e-02    1.056e-03
   22      22.000s     3.089e-02     3.260e-02    1.714e-03
   23      23.000s     2.912e-02     3.129e-02    2.164e-03
   24      24.000s     2.759e-02     3.024e-02    2.643e-03
   25      25.000s     2.651e-02     2.940e-02    2.888e-03
   26      26.000s     2.608e-02     2.872e-02    2.644e-03
   27      27.000s     2.613e-02     2.818e-02    2.049e-03
   28      28.000s     2.656e-02     2.773e-02    1.173e-03
   29      29.000s     2.764e-02     2.736e-02   -2.717e-04
   30      30.000s     2.954e-02     2.706e-02   -2.480e-03

============================================================

