SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/287/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 247 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.171e+00     1.120e-01  
T     =       3.906s       33.545s  

RSS   =    1.488e-03
SD    =    7.042e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.015e+00    1.546e-02
    2       2.000s     8.304e-01     8.075e-01   -2.296e-02
    3       3.000s     6.562e-01     6.458e-01   -1.042e-02
    4       4.000s     5.157e-01     5.201e-01    4.372e-03
    5       5.000s     4.136e-01     4.221e-01    8.513e-03
    6       6.000s     3.369e-01     3.457e-01    8.826e-03
    7       7.000s     2.774e-01     2.861e-01    8.616e-03
    8       8.000s     2.339e-01     2.393e-01    5.371e-03
    9       9.000s     2.028e-01     2.026e-01   -1.924e-04
   10      10.000s     1.777e-01     1.737e-01   -4.056e-03
   11      11.000s     1.561e-01     1.508e-01   -5.354e-03
   12      12.000s     1.388e-01     1.326e-01   -6.211e-03
   13      13.000s     1.248e-01     1.180e-01   -6.811e-03
   14      14.000s     1.119e-01     1.063e-01   -5.615e-03
   15      15.000s     9.998e-02     9.679e-02   -3.194e-03
   16      16.000s     9.060e-02     8.900e-02   -1.598e-03
   17      17.000s     8.337e-02     8.256e-02   -8.118e-04
   18      18.000s     7.645e-02     7.717e-02    7.155e-04
   19      19.000s     6.978e-02     7.261e-02    2.832e-03
   20      20.000s     6.467e-02     6.870e-02    4.025e-03
   21      21.000s     6.108e-02     6.531e-02    4.231e-03
   22      22.000s     5.777e-02     6.232e-02    4.556e-03
   23      23.000s     5.485e-02     5.967e-02    4.824e-03
   24      24.000s     5.333e-02     5.728e-02    3.946e-03
   25      25.000s     5.290e-02     5.510e-02    2.203e-03
   26      26.000s     5.227e-02     5.310e-02    8.334e-04
   27      27.000s     5.143e-02     5.125e-02   -1.861e-04
   28      28.000s     5.137e-02     4.951e-02   -1.862e-03
   29      29.000s     5.202e-02     4.788e-02   -4.136e-03
   30      30.000s     5.242e-02     4.634e-02   -6.084e-03

============================================================

