SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/255/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 300 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.183e+00     8.364e-02  
T     =       4.237s       44.261s  

RSS   =    1.286e-03
SD    =    6.549e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.016e+00    1.607e-02
    2       2.000s     8.354e-01     8.178e-01   -1.759e-02
    3       3.000s     6.755e-01     6.609e-01   -1.465e-02
    4       4.000s     5.397e-01     5.366e-01   -3.052e-03
    5       5.000s     4.319e-01     4.382e-01    6.257e-03
    6       6.000s     3.494e-01     3.601e-01    1.070e-02
    7       7.000s     2.878e-01     2.981e-01    1.029e-02
    8       8.000s     2.420e-01     2.488e-01    6.831e-03
    9       9.000s     2.068e-01     2.096e-01    2.878e-03
   10      10.000s     1.788e-01     1.784e-01   -3.967e-04
   11      11.000s     1.566e-01     1.534e-01   -3.176e-03
   12      12.000s     1.387e-01     1.334e-01   -5.226e-03
   13      13.000s     1.231e-01     1.174e-01   -5.776e-03
   14      14.000s     1.094e-01     1.044e-01   -4.964e-03
   15      15.000s     9.778e-02     9.391e-02   -3.870e-03
   16      16.000s     8.837e-02     8.536e-02   -3.005e-03
   17      17.000s     8.033e-02     7.836e-02   -1.963e-03
   18      18.000s     7.318e-02     7.259e-02   -5.899e-04
   19      19.000s     6.721e-02     6.779e-02    5.862e-04
   20      20.000s     6.252e-02     6.377e-02    1.252e-03
   21      21.000s     5.867e-02     6.037e-02    1.701e-03
   22      22.000s     5.529e-02     5.745e-02    2.166e-03
   23      23.000s     5.245e-02     5.494e-02    2.485e-03
   24      24.000s     5.018e-02     5.273e-02    2.555e-03
   25      25.000s     4.828e-02     5.078e-02    2.501e-03
   26      26.000s     4.678e-02     4.904e-02    2.262e-03
   27      27.000s     4.593e-02     4.747e-02    1.535e-03
   28      28.000s     4.584e-02     4.603e-02    1.858e-04
   29      29.000s     4.642e-02     4.470e-02   -1.719e-03
   30      30.000s     4.768e-02     4.346e-02   -4.216e-03

============================================================

