SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/11/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 248 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.277e+00     3.753e-02  
T     =       3.869s       76.939s  

RSS   =    2.776e-03
SD    =    9.620e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.318e-02
    2       2.000s     8.236e-01     7.981e-01   -2.556e-02
    3       3.000s     6.469e-01     6.241e-01   -2.274e-02
    4       4.000s     4.935e-01     4.897e-01   -3.755e-03
    5       5.000s     3.747e-01     3.858e-01    1.115e-02
    6       6.000s     2.894e-01     3.055e-01    1.614e-02
    7       7.000s     2.292e-01     2.434e-01    1.414e-02
    8       8.000s     1.857e-01     1.953e-01    9.614e-03
    9       9.000s     1.536e-01     1.581e-01    4.530e-03
   10      10.000s     1.299e-01     1.292e-01   -6.599e-04
   11      11.000s     1.118e-01     1.069e-01   -4.932e-03
   12      12.000s     9.669e-02     8.953e-02   -7.163e-03
   13      13.000s     8.363e-02     7.604e-02   -7.597e-03
   14      14.000s     7.281e-02     6.553e-02   -7.284e-03
   15      15.000s     6.381e-02     5.732e-02   -6.487e-03
   16      16.000s     5.573e-02     5.090e-02   -4.831e-03
   17      17.000s     4.848e-02     4.586e-02   -2.625e-03
   18      18.000s     4.269e-02     4.188e-02   -8.090e-04
   19      19.000s     3.843e-02     3.872e-02    2.959e-04
   20      20.000s     3.502e-02     3.620e-02    1.178e-03
   21      21.000s     3.203e-02     3.417e-02    2.139e-03
   22      22.000s     2.957e-02     3.253e-02    2.961e-03
   23      23.000s     2.767e-02     3.118e-02    3.508e-03
   24      24.000s     2.619e-02     3.006e-02    3.866e-03
   25      25.000s     2.526e-02     2.911e-02    3.858e-03
   26      26.000s     2.518e-02     2.831e-02    3.130e-03
   27      27.000s     2.590e-02     2.761e-02    1.718e-03
   28      28.000s     2.705e-02     2.700e-02   -4.374e-05
   29      29.000s     2.859e-02     2.646e-02   -2.135e-03
   30      30.000s     3.072e-02     2.596e-02   -4.757e-03

============================================================

