SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/216/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 265 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.219e+00     6.348e-02  
T     =       4.159s       62.824s  

RSS   =    2.086e-03
SD    =    8.339e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.021e+00    2.064e-02
    2       2.000s     8.400e-01     8.149e-01   -2.513e-02
    3       3.000s     6.703e-01     6.529e-01   -1.740e-02
    4       4.000s     5.254e-01     5.253e-01   -1.272e-04
    5       5.000s     4.155e-01     4.248e-01    9.297e-03
    6       6.000s     3.334e-01     3.456e-01    1.224e-02
    7       7.000s     2.714e-01     2.832e-01    1.175e-02
    8       8.000s     2.259e-01     2.339e-01    8.001e-03
    9       9.000s     1.925e-01     1.950e-01    2.490e-03
   10      10.000s     1.661e-01     1.642e-01   -1.884e-03
   11      11.000s     1.442e-01     1.398e-01   -4.421e-03
   12      12.000s     1.267e-01     1.205e-01   -6.238e-03
   13      13.000s     1.124e-01     1.051e-01   -7.260e-03
   14      14.000s     9.941e-02     9.285e-02   -6.552e-03
   15      15.000s     8.772e-02     8.306e-02   -4.656e-03
   16      16.000s     7.823e-02     7.521e-02   -3.027e-03
   17      17.000s     7.069e-02     6.887e-02   -1.821e-03
   18      18.000s     6.402e-02     6.374e-02   -2.858e-04
   19      19.000s     5.818e-02     5.955e-02    1.364e-03
   20      20.000s     5.381e-02     5.611e-02    2.297e-03
   21      21.000s     5.059e-02     5.325e-02    2.664e-03
   22      22.000s     4.769e-02     5.087e-02    3.176e-03
   23      23.000s     4.520e-02     4.885e-02    3.642e-03
   24      24.000s     4.374e-02     4.712e-02    3.382e-03
   25      25.000s     4.304e-02     4.562e-02    2.586e-03
   26      26.000s     4.242e-02     4.431e-02    1.895e-03
   27      27.000s     4.204e-02     4.315e-02    1.109e-03
   28      28.000s     4.253e-02     4.210e-02   -4.309e-04
   29      29.000s     4.374e-02     4.115e-02   -2.595e-03
   30      30.000s     4.496e-02     4.027e-02   -4.686e-03

============================================================

