SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/32/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 328 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.242e+00     4.896e-02  
T     =       4.273s      520.630s  

RSS   =    4.722e-03
SD    =    1.255e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.032e+00    3.206e-02
    2       2.000s     8.527e-01     8.268e-01   -2.592e-02
    3       3.000s     6.971e-01     6.644e-01   -3.267e-02
    4       4.000s     5.522e-01     5.358e-01   -1.631e-02
    5       5.000s     4.287e-01     4.341e-01    5.424e-03
    6       6.000s     3.339e-01     3.535e-01    1.965e-02
    7       7.000s     2.680e-01     2.898e-01    2.175e-02
    8       8.000s     2.227e-01     2.393e-01    1.659e-02
    9       9.000s     1.887e-01     1.993e-01    1.062e-02
   10      10.000s     1.625e-01     1.677e-01    5.210e-03
   11      11.000s     1.432e-01     1.426e-01   -5.662e-04
   12      12.000s     1.282e-01     1.228e-01   -5.433e-03
   13      13.000s     1.146e-01     1.071e-01   -7.581e-03
   14      14.000s     1.024e-01     9.459e-02   -7.853e-03
   15      15.000s     9.272e-02     8.471e-02   -8.007e-03
   16      16.000s     8.465e-02     7.687e-02   -7.783e-03
   17      17.000s     7.686e-02     7.065e-02   -6.214e-03
   18      18.000s     6.981e-02     6.570e-02   -4.104e-03
   19      19.000s     6.459e-02     6.177e-02   -2.819e-03
   20      20.000s     6.065e-02     5.864e-02   -2.009e-03
   21      21.000s     5.676e-02     5.615e-02   -6.083e-04
   22      22.000s     5.310e-02     5.416e-02    1.057e-03
   23      23.000s     5.055e-02     5.256e-02    2.010e-03
   24      24.000s     4.886e-02     5.128e-02    2.422e-03
   25      25.000s     4.726e-02     5.024e-02    2.986e-03
   26      26.000s     4.603e-02     4.941e-02    3.377e-03
   27      27.000s     4.585e-02     4.873e-02    2.875e-03
   28      28.000s     4.643e-02     4.817e-02    1.743e-03
   29      29.000s     4.707e-02     4.771e-02    6.478e-04
   30      30.000s     4.787e-02     4.733e-02   -5.418e-04

============================================================

