SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/79/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 217 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.257e+00     4.315e-02  
T     =       4.010s       72.693s  

RSS   =    2.356e-03
SD    =    8.861e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.022e+00    2.179e-02
    2       2.000s     8.279e-01     8.051e-01   -2.282e-02
    3       3.000s     6.566e-01     6.361e-01   -2.051e-02
    4       4.000s     5.099e-01     5.042e-01   -5.634e-03
    5       5.000s     3.940e-01     4.014e-01    7.404e-03
    6       6.000s     3.066e-01     3.211e-01    1.450e-02
    7       7.000s     2.435e-01     2.585e-01    1.496e-02
    8       8.000s     1.989e-01     2.095e-01    1.066e-02
    9       9.000s     1.663e-01     1.713e-01    4.967e-03
   10      10.000s     1.414e-01     1.414e-01    1.539e-05
   11      11.000s     1.219e-01     1.180e-01   -3.932e-03
   12      12.000s     1.063e-01     9.960e-02   -6.672e-03
   13      13.000s     9.274e-02     8.519e-02   -7.547e-03
   14      14.000s     8.062e-02     7.386e-02   -6.753e-03
   15      15.000s     7.038e-02     6.493e-02   -5.449e-03
   16      16.000s     6.214e-02     5.787e-02   -4.275e-03
   17      17.000s     5.523e-02     5.226e-02   -2.964e-03
   18      18.000s     4.924e-02     4.780e-02   -1.441e-03
   19      19.000s     4.437e-02     4.423e-02   -1.470e-04
   20      20.000s     4.053e-02     4.134e-02    8.146e-04
   21      21.000s     3.722e-02     3.900e-02    1.785e-03
   22      22.000s     3.439e-02     3.709e-02    2.703e-03
   23      23.000s     3.241e-02     3.550e-02    3.091e-03
   24      24.000s     3.124e-02     3.418e-02    2.935e-03
   25      25.000s     3.035e-02     3.306e-02    2.704e-03
   26      26.000s     2.964e-02     3.210e-02    2.454e-03
   27      27.000s     2.954e-02     3.126e-02    1.722e-03
   28      28.000s     3.017e-02     3.052e-02    3.504e-04
   29      29.000s     3.122e-02     2.987e-02   -1.350e-03
   30      30.000s     3.257e-02     2.927e-02   -3.305e-03

============================================================

