SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/343/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.221e+00     3.075e-02  
T     =       5.408s    151509889052775.469s  

RSS   =    6.162e-03
SD    =    1.433e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.046e+00    4.603e-02
    2       2.000s     9.013e-01     8.746e-01   -2.664e-02
    3       3.000s     7.722e-01     7.322e-01   -4.002e-02
    4       4.000s     6.379e-01     6.138e-01   -2.411e-02
    5       5.000s     5.188e-01     5.153e-01   -3.412e-03
    6       6.000s     4.228e-01     4.335e-01    1.075e-02
    7       7.000s     3.490e-01     3.655e-01    1.650e-02
    8       8.000s     2.930e-01     3.090e-01    1.606e-02
    9       9.000s     2.493e-01     2.620e-01    1.270e-02
   10      10.000s     2.141e-01     2.230e-01    8.862e-03
   11      11.000s     1.852e-01     1.905e-01    5.354e-03
   12      12.000s     1.613e-01     1.636e-01    2.254e-03
   13      13.000s     1.413e-01     1.411e-01   -1.162e-04
   14      14.000s     1.240e-01     1.225e-01   -1.493e-03
   15      15.000s     1.092e-01     1.070e-01   -2.144e-03
   16      16.000s     9.650e-02     9.415e-02   -2.353e-03
   17      17.000s     8.543e-02     8.344e-02   -1.989e-03
   18      18.000s     7.561e-02     7.455e-02   -1.065e-03
   19      19.000s     6.727e-02     6.716e-02   -1.171e-04
   20      20.000s     6.054e-02     6.101e-02    4.654e-04
   21      21.000s     5.495e-02     5.590e-02    9.526e-04
   22      22.000s     5.001e-02     5.166e-02    1.642e-03
   23      23.000s     4.591e-02     4.813e-02    2.216e-03
   24      24.000s     4.302e-02     4.519e-02    2.171e-03
   25      25.000s     4.131e-02     4.276e-02    1.445e-03
   26      26.000s     4.056e-02     4.073e-02    1.705e-04
   27      27.000s     4.082e-02     3.905e-02   -1.776e-03
   28      28.000s     4.213e-02     3.765e-02   -4.488e-03
   29      29.000s     4.405e-02     3.648e-02   -7.566e-03
   30      30.000s     4.581e-02     3.551e-02   -1.029e-02

============================================================

