SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/177/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 237 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.166e+00     8.432e-02  
T     =       4.596s      160.643s  

RSS   =    1.947e-03
SD    =    8.057e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.021e+00    2.143e-02
    2       2.000s     8.566e-01     8.376e-01   -1.900e-02
    3       3.000s     7.101e-01     6.895e-01   -2.052e-02
    4       4.000s     5.783e-01     5.704e-01   -7.946e-03
    5       5.000s     4.699e-01     4.744e-01    4.499e-03
    6       6.000s     3.856e-01     3.971e-01    1.151e-02
    7       7.000s     3.219e-01     3.348e-01    1.297e-02
    8       8.000s     2.740e-01     2.846e-01    1.063e-02
    9       9.000s     2.377e-01     2.442e-01    6.436e-03
   10      10.000s     2.095e-01     2.115e-01    2.006e-03
   11      11.000s     1.867e-01     1.852e-01   -1.566e-03
   12      12.000s     1.677e-01     1.639e-01   -3.837e-03
   13      13.000s     1.516e-01     1.466e-01   -4.953e-03
   14      14.000s     1.380e-01     1.327e-01   -5.303e-03
   15      15.000s     1.265e-01     1.214e-01   -5.144e-03
   16      16.000s     1.167e-01     1.122e-01   -4.535e-03
   17      17.000s     1.082e-01     1.047e-01   -3.542e-03
   18      18.000s     1.010e-01     9.858e-02   -2.373e-03
   19      19.000s     9.483e-02     9.358e-02   -1.247e-03
   20      20.000s     8.970e-02     8.946e-02   -2.349e-04
   21      21.000s     8.539e-02     8.607e-02    6.811e-04
   22      22.000s     8.179e-02     8.325e-02    1.457e-03
   23      23.000s     7.889e-02     8.089e-02    1.995e-03
   24      24.000s     7.665e-02     7.891e-02    2.257e-03
   25      25.000s     7.496e-02     7.723e-02    2.267e-03
   26      26.000s     7.377e-02     7.579e-02    2.019e-03
   27      27.000s     7.307e-02     7.455e-02    1.479e-03
   28      28.000s     7.280e-02     7.347e-02    6.717e-04
   29      29.000s     7.288e-02     7.251e-02   -3.701e-04
   30      30.000s     7.339e-02     7.166e-02   -1.730e-03

============================================================

