SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/308/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 111 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.190e+00     6.112e-02  
T     =       4.809s      142.657s  

RSS   =    2.698e-03
SD    =    9.484e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00    2.738e-02
    2       2.000s     8.670e-01     8.455e-01   -2.150e-02
    3       3.000s     7.232e-01     6.976e-01   -2.562e-02
    4       4.000s     5.890e-01     5.774e-01   -1.155e-02
    5       5.000s     4.766e-01     4.798e-01    3.143e-03
    6       6.000s     3.888e-01     4.004e-01    1.156e-02
    7       7.000s     3.219e-01     3.358e-01    1.390e-02
    8       8.000s     2.709e-01     2.833e-01    1.235e-02
    9       9.000s     2.319e-01     2.405e-01    8.659e-03
   10      10.000s     2.015e-01     2.057e-01    4.201e-03
   11      11.000s     1.771e-01     1.774e-01    2.803e-04
   12      12.000s     1.568e-01     1.543e-01   -2.424e-03
   13      13.000s     1.395e-01     1.355e-01   -4.017e-03
   14      14.000s     1.249e-01     1.202e-01   -4.758e-03
   15      15.000s     1.123e-01     1.076e-01   -4.704e-03
   16      16.000s     1.014e-01     9.735e-02   -4.022e-03
   17      17.000s     9.205e-02     8.895e-02   -3.098e-03
   18      18.000s     8.422e-02     8.206e-02   -2.162e-03
   19      19.000s     7.758e-02     7.639e-02   -1.184e-03
   20      20.000s     7.197e-02     7.172e-02   -2.522e-04
   21      21.000s     6.750e-02     6.786e-02    3.590e-04
   22      22.000s     6.403e-02     6.465e-02    6.264e-04
   23      23.000s     6.111e-02     6.199e-02    8.718e-04
   24      24.000s     5.850e-02     5.975e-02    1.248e-03
   25      25.000s     5.638e-02     5.787e-02    1.493e-03
   26      26.000s     5.492e-02     5.628e-02    1.354e-03
   27      27.000s     5.403e-02     5.492e-02    8.893e-04
   28      28.000s     5.360e-02     5.375e-02    1.543e-04
   29      29.000s     5.376e-02     5.274e-02   -1.016e-03
   30      30.000s     5.450e-02     5.186e-02   -2.649e-03

============================================================

