SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/349/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 318 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.200e+00     8.065e-02  
T     =       4.180s       55.961s  

RSS   =    2.505e-03
SD    =    9.138e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.024e+00    2.357e-02
    2       2.000s     8.458e-01     8.212e-01   -2.457e-02
    3       3.000s     6.834e-01     6.617e-01   -2.174e-02
    4       4.000s     5.409e-01     5.358e-01   -5.115e-03
    5       5.000s     4.287e-01     4.364e-01    7.759e-03
    6       6.000s     3.441e-01     3.579e-01    1.382e-02
    7       7.000s     2.815e-01     2.959e-01    1.439e-02
    8       8.000s     2.360e-01     2.468e-01    1.086e-02
    9       9.000s     2.026e-01     2.079e-01    5.330e-03
   10      10.000s     1.768e-01     1.771e-01    2.707e-04
   11      11.000s     1.558e-01     1.526e-01   -3.189e-03
   12      12.000s     1.384e-01     1.330e-01   -5.333e-03
   13      13.000s     1.238e-01     1.174e-01   -6.428e-03
   14      14.000s     1.113e-01     1.049e-01   -6.402e-03
   15      15.000s     1.004e-01     9.483e-02   -5.564e-03
   16      16.000s     9.120e-02     8.668e-02   -4.512e-03
   17      17.000s     8.347e-02     8.006e-02   -3.409e-03
   18      18.000s     7.677e-02     7.463e-02   -2.135e-03
   19      19.000s     7.107e-02     7.016e-02   -9.092e-04
   20      20.000s     6.646e-02     6.643e-02   -2.397e-05
   21      21.000s     6.253e-02     6.330e-02    7.678e-04
   22      22.000s     5.880e-02     6.064e-02    1.843e-03
   23      23.000s     5.545e-02     5.836e-02    2.908e-03
   24      24.000s     5.304e-02     5.637e-02    3.326e-03
   25      25.000s     5.157e-02     5.462e-02    3.045e-03
   26      26.000s     5.053e-02     5.306e-02    2.530e-03
   27      27.000s     4.975e-02     5.166e-02    1.909e-03
   28      28.000s     4.952e-02     5.037e-02    8.519e-04
   29      29.000s     5.000e-02     4.919e-02   -8.065e-04
   30      30.000s     5.103e-02     4.810e-02   -2.935e-03

============================================================

