SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/219/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 241 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.271e+00     5.038e-02  
T     =       3.867s       60.415s  

RSS   =    4.472e-03
SD    =    1.221e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.031e+00    3.106e-02
    2       2.000s     8.430e-01     8.066e-01   -3.641e-02
    3       3.000s     6.611e-01     6.331e-01   -2.805e-02
    4       4.000s     5.000e-01     4.989e-01   -1.097e-03
    5       5.000s     3.808e-01     3.952e-01    1.442e-02
    6       6.000s     2.972e-01     3.150e-01    1.781e-02
    7       7.000s     2.364e-01     2.528e-01    1.647e-02
    8       8.000s     1.924e-01     2.047e-01    1.234e-02
    9       9.000s     1.619e-01     1.674e-01    5.456e-03
   10      10.000s     1.396e-01     1.384e-01   -1.191e-03
   11      11.000s     1.209e-01     1.159e-01   -5.031e-03
   12      12.000s     1.054e-01     9.837e-02   -6.999e-03
   13      13.000s     9.326e-02     8.469e-02   -8.573e-03
   14      14.000s     8.300e-02     7.398e-02   -9.017e-03
   15      15.000s     7.308e-02     6.557e-02   -7.503e-03
   16      16.000s     6.414e-02     5.894e-02   -5.200e-03
   17      17.000s     5.716e-02     5.368e-02   -3.476e-03
   18      18.000s     5.156e-02     4.949e-02   -2.067e-03
   19      19.000s     4.653e-02     4.612e-02   -4.087e-04
   20      20.000s     4.239e-02     4.339e-02    9.991e-04
   21      21.000s     3.943e-02     4.115e-02    1.726e-03
   22      22.000s     3.692e-02     3.930e-02    2.380e-03
   23      23.000s     3.436e-02     3.775e-02    3.385e-03
   24      24.000s     3.236e-02     3.643e-02    4.071e-03
   25      25.000s     3.144e-02     3.529e-02    3.847e-03
   26      26.000s     3.118e-02     3.429e-02    3.111e-03
   27      27.000s     3.113e-02     3.340e-02    2.270e-03
   28      28.000s     3.167e-02     3.261e-02    9.307e-04
   29      29.000s     3.312e-02     3.188e-02   -1.244e-03
   30      30.000s     3.507e-02     3.121e-02   -3.863e-03

============================================================

