SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/215/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 297 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.279e+00     5.704e-02  
T     =       3.588s       29.043s  

RSS   =    2.942e-03
SD    =    9.902e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.316e-02
    2       2.000s     8.141e-01     7.858e-01   -2.833e-02
    3       3.000s     6.273e-01     6.058e-01   -2.149e-02
    4       4.000s     4.707e-01     4.692e-01   -1.459e-03
    5       5.000s     3.527e-01     3.655e-01    1.279e-02
    6       6.000s     2.689e-01     2.866e-01    1.767e-02
    7       7.000s     2.116e-01     2.266e-01    1.503e-02
    8       8.000s     1.723e-01     1.809e-01    8.577e-03
    9       9.000s     1.439e-01     1.459e-01    2.069e-03
   10      10.000s     1.220e-01     1.192e-01   -2.795e-03
   11      11.000s     1.049e-01     9.867e-02   -6.216e-03
   12      12.000s     9.112e-02     8.285e-02   -8.270e-03
   13      13.000s     7.906e-02     7.060e-02   -8.467e-03
   14      14.000s     6.816e-02     6.106e-02   -7.104e-03
   15      15.000s     5.895e-02     5.358e-02   -5.365e-03
   16      16.000s     5.153e-02     4.767e-02   -3.862e-03
   17      17.000s     4.523e-02     4.296e-02   -2.270e-03
   18      18.000s     3.968e-02     3.916e-02   -5.169e-04
   19      19.000s     3.521e-02     3.606e-02    8.551e-04
   20      20.000s     3.184e-02     3.350e-02    1.659e-03
   21      21.000s     2.900e-02     3.135e-02    2.351e-03
   22      22.000s     2.641e-02     2.952e-02    3.109e-03
   23      23.000s     2.443e-02     2.794e-02    3.508e-03
   24      24.000s     2.322e-02     2.655e-02    3.332e-03
   25      25.000s     2.241e-02     2.532e-02    2.914e-03
   26      26.000s     2.177e-02     2.421e-02    2.448e-03
   27      27.000s     2.155e-02     2.320e-02    1.652e-03
   28      28.000s     2.195e-02     2.227e-02    3.239e-04
   29      29.000s     2.279e-02     2.141e-02   -1.379e-03
   30      30.000s     2.401e-02     2.060e-02   -3.410e-03

============================================================

