SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/320/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 111 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.196e+00     7.369e-02  
T     =       4.572s      161.594s  

RSS   =    4.645e-03
SD    =    1.244e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.034e+00    3.397e-02
    2       2.000s     8.645e-01     8.448e-01   -1.971e-02
    3       3.000s     7.282e-01     6.927e-01   -3.550e-02
    4       4.000s     5.938e-01     5.704e-01   -2.341e-02
    5       5.000s     4.713e-01     4.720e-01    7.074e-04
    6       6.000s     3.755e-01     3.929e-01    1.736e-02
    7       7.000s     3.092e-01     3.292e-01    2.001e-02
    8       8.000s     2.619e-01     2.779e-01    1.601e-02
    9       9.000s     2.247e-01     2.367e-01    1.201e-02
   10      10.000s     1.960e-01     2.035e-01    7.489e-03
   11      11.000s     1.750e-01     1.767e-01    1.684e-03
   12      12.000s     1.576e-01     1.551e-01   -2.493e-03
   13      13.000s     1.411e-01     1.376e-01   -3.512e-03
   14      14.000s     1.272e-01     1.235e-01   -3.727e-03
   15      15.000s     1.168e-01     1.121e-01   -4.717e-03
   16      16.000s     1.077e-01     1.029e-01   -4.884e-03
   17      17.000s     9.864e-02     9.536e-02   -3.281e-03
   18      18.000s     9.093e-02     8.925e-02   -1.686e-03
   19      19.000s     8.554e-02     8.426e-02   -1.282e-03
   20      20.000s     8.095e-02     8.017e-02   -7.797e-04
   21      21.000s     7.613e-02     7.681e-02    6.842e-04
   22      22.000s     7.224e-02     7.403e-02    1.790e-03
   23      23.000s     7.019e-02     7.173e-02    1.535e-03
   24      24.000s     6.893e-02     6.980e-02    8.624e-04
   25      25.000s     6.761e-02     6.817e-02    5.659e-04
   26      26.000s     6.688e-02     6.679e-02   -9.121e-05
   27      27.000s     6.716e-02     6.561e-02   -1.549e-03
   28      28.000s     6.740e-02     6.458e-02   -2.818e-03
   29      29.000s     6.689e-02     6.369e-02   -3.207e-03
   30      30.000s     6.627e-02     6.289e-02   -3.379e-03

============================================================

