SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/154/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 121 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.192e+00     7.182e-02  
T     =       4.447s      123.068s  

RSS   =    2.383e-03
SD    =    8.912e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.309e-02
    2       2.000s     8.455e-01     8.308e-01   -1.462e-02
    3       3.000s     6.989e-01     6.772e-01   -2.168e-02
    4       4.000s     5.709e-01     5.543e-01   -1.654e-02
    5       5.000s     4.595e-01     4.561e-01   -3.328e-03
    6       6.000s     3.672e-01     3.776e-01    1.042e-02
    7       7.000s     2.985e-01     3.148e-01    1.631e-02
    8       8.000s     2.501e-01     2.645e-01    1.439e-02
    9       9.000s     2.139e-01     2.243e-01    1.033e-02
   10      10.000s     1.854e-01     1.920e-01    6.580e-03
   11      11.000s     1.640e-01     1.661e-01    2.149e-03
   12      12.000s     1.476e-01     1.454e-01   -2.197e-03
   13      13.000s     1.329e-01     1.287e-01   -4.208e-03
   14      14.000s     1.195e-01     1.153e-01   -4.203e-03
   15      15.000s     1.088e-01     1.044e-01   -4.380e-03
   16      16.000s     1.006e-01     9.570e-02   -4.943e-03
   17      17.000s     9.305e-02     8.861e-02   -4.436e-03
   18      18.000s     8.584e-02     8.286e-02   -2.985e-03
   19      19.000s     8.022e-02     7.817e-02   -2.054e-03
   20      20.000s     7.596e-02     7.432e-02   -1.634e-03
   21      21.000s     7.168e-02     7.115e-02   -5.310e-04
   22      22.000s     6.746e-02     6.853e-02    1.068e-03
   23      23.000s     6.451e-02     6.634e-02    1.829e-03
   24      24.000s     6.285e-02     6.449e-02    1.649e-03
   25      25.000s     6.137e-02     6.293e-02    1.559e-03
   26      26.000s     5.996e-02     6.159e-02    1.627e-03
   27      27.000s     5.943e-02     6.042e-02    9.951e-04
   28      28.000s     5.974e-02     5.940e-02   -3.373e-04
   29      29.000s     6.013e-02     5.850e-02   -1.632e-03
   30      30.000s     6.063e-02     5.768e-02   -2.946e-03

============================================================

