SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/135/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 121 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.204e+00     7.886e-02  
T     =       4.118s       88.067s  

RSS   =    2.569e-03
SD    =    9.254e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.022e+00    2.242e-02
    2       2.000s     8.426e-01     8.179e-01   -2.467e-02
    3       3.000s     6.793e-01     6.573e-01   -2.201e-02
    4       4.000s     5.343e-01     5.311e-01   -3.174e-03
    5       5.000s     4.209e-01     4.320e-01    1.107e-02
    6       6.000s     3.386e-01     3.541e-01    1.544e-02
    7       7.000s     2.793e-01     2.928e-01    1.349e-02
    8       8.000s     2.355e-01     2.445e-01    9.073e-03
    9       9.000s     2.028e-01     2.065e-01    3.714e-03
   10      10.000s     1.780e-01     1.765e-01   -1.496e-03
   11      11.000s     1.580e-01     1.529e-01   -5.171e-03
   12      12.000s     1.410e-01     1.341e-01   -6.896e-03
   13      13.000s     1.267e-01     1.193e-01   -7.398e-03
   14      14.000s     1.146e-01     1.074e-01   -7.183e-03
   15      15.000s     1.041e-01     9.803e-02   -6.094e-03
   16      16.000s     9.472e-02     9.048e-02   -4.246e-03
   17      17.000s     8.675e-02     8.441e-02   -2.341e-03
   18      18.000s     8.032e-02     7.949e-02   -8.261e-04
   19      19.000s     7.500e-02     7.548e-02    4.886e-04
   20      20.000s     7.043e-02     7.219e-02    1.763e-03
   21      21.000s     6.673e-02     6.947e-02    2.740e-03
   22      22.000s     6.396e-02     6.718e-02    3.224e-03
   23      23.000s     6.185e-02     6.525e-02    3.401e-03
   24      24.000s     6.014e-02     6.359e-02    3.447e-03
   25      25.000s     5.892e-02     6.215e-02    3.223e-03
   26      26.000s     5.835e-02     6.088e-02    2.529e-03
   27      27.000s     5.837e-02     5.974e-02    1.375e-03
   28      28.000s     5.885e-02     5.872e-02   -1.323e-04
   29      29.000s     5.966e-02     5.778e-02   -1.876e-03
   30      30.000s     6.057e-02     5.692e-02   -3.651e-03

============================================================

