SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/57/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 332 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.238e+00     7.782e-02  
T     =       3.737s       34.810s  

RSS   =    2.881e-03
SD    =    9.800e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.329e-02
    2       2.000s     8.269e-01     7.986e-01   -2.829e-02
    3       3.000s     6.480e-01     6.263e-01   -2.169e-02
    4       4.000s     4.946e-01     4.940e-01   -6.308e-04
    5       5.000s     3.793e-01     3.923e-01    1.296e-02
    6       6.000s     2.979e-01     3.141e-01    1.618e-02
    7       7.000s     2.402e-01     2.539e-01    1.372e-02
    8       8.000s     1.985e-01     2.074e-01    8.928e-03
    9       9.000s     1.685e-01     1.715e-01    2.948e-03
   10      10.000s     1.464e-01     1.436e-01   -2.769e-03
   11      11.000s     1.285e-01     1.220e-01   -6.500e-03
   12      12.000s     1.130e-01     1.050e-01   -7.966e-03
   13      13.000s     9.987e-02     9.175e-02   -8.115e-03
   14      14.000s     8.872e-02     8.127e-02   -7.448e-03
   15      15.000s     7.874e-02     7.293e-02   -5.807e-03
   16      16.000s     6.978e-02     6.625e-02   -3.532e-03
   17      17.000s     6.235e-02     6.084e-02   -1.512e-03
   18      18.000s     5.650e-02     5.642e-02   -8.114e-05
   19      19.000s     5.161e-02     5.275e-02    1.143e-03
   20      20.000s     4.737e-02     4.967e-02    2.299e-03
   21      21.000s     4.401e-02     4.705e-02    3.042e-03
   22      22.000s     4.152e-02     4.480e-02    3.279e-03
   23      23.000s     3.948e-02     4.282e-02    3.340e-03
   24      24.000s     3.776e-02     4.106e-02    3.307e-03
   25      25.000s     3.661e-02     3.948e-02    2.871e-03
   26      26.000s     3.609e-02     3.805e-02    1.961e-03
   27      27.000s     3.583e-02     3.673e-02    8.931e-04
   28      28.000s     3.573e-02     3.550e-02   -2.245e-04
   29      29.000s     3.604e-02     3.435e-02   -1.683e-03
   30      30.000s     3.694e-02     3.327e-02   -3.668e-03

============================================================

