SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/150/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 124 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.180e+00     5.905e-02  
T     =       4.936s      144.691s  

RSS   =    1.967e-03
SD    =    8.098e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.265e-02
    2       2.000s     8.649e-01     8.455e-01   -1.939e-02
    3       3.000s     7.215e-01     7.007e-01   -2.084e-02
    4       4.000s     5.907e-01     5.824e-01   -8.315e-03
    5       5.000s     4.821e-01     4.858e-01    3.697e-03
    6       6.000s     3.962e-01     4.067e-01    1.054e-02
    7       7.000s     3.299e-01     3.422e-01    1.225e-02
    8       8.000s     2.790e-01     2.893e-01    1.035e-02
    9       9.000s     2.394e-01     2.461e-01    6.724e-03
   10      10.000s     2.079e-01     2.108e-01    2.869e-03
   11      11.000s     1.824e-01     1.819e-01   -5.071e-04
   12      12.000s     1.613e-01     1.582e-01   -3.137e-03
   13      13.000s     1.435e-01     1.388e-01   -4.737e-03
   14      14.000s     1.280e-01     1.228e-01   -5.193e-03
   15      15.000s     1.146e-01     1.098e-01   -4.862e-03
   16      16.000s     1.033e-01     9.904e-02   -4.221e-03
   17      17.000s     9.357e-02     9.021e-02   -3.359e-03
   18      18.000s     8.508e-02     8.294e-02   -2.150e-03
   19      19.000s     7.770e-02     7.693e-02   -7.671e-04
   20      20.000s     7.163e-02     7.196e-02    3.360e-04
   21      21.000s     6.690e-02     6.784e-02    9.400e-04
   22      22.000s     6.318e-02     6.442e-02    1.236e-03
   23      23.000s     6.007e-02     6.156e-02    1.490e-03
   24      24.000s     5.740e-02     5.916e-02    1.759e-03
   25      25.000s     5.521e-02     5.714e-02    1.934e-03
   26      26.000s     5.358e-02     5.543e-02    1.845e-03
   27      27.000s     5.265e-02     5.397e-02    1.319e-03
   28      28.000s     5.239e-02     5.272e-02    3.356e-04
   29      29.000s     5.252e-02     5.164e-02   -8.718e-04
   30      30.000s     5.274e-02     5.070e-02   -2.040e-03

============================================================

