SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/283/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.189e+00     2.379e-02  
T     =       6.773s    207354341157244.500s  

RSS   =    7.267e-03
SD    =    1.556e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.050e+00    5.000e-02
    2       2.000s     9.151e-01     9.091e-01   -5.993e-03
    3       3.000s     8.198e-01     7.876e-01   -3.217e-02
    4       4.000s     7.171e-01     6.828e-01   -3.432e-02
    5       5.000s     6.158e-01     5.923e-01   -2.352e-02
    6       6.000s     5.253e-01     5.143e-01   -1.099e-02
    7       7.000s     4.486e-01     4.470e-01   -1.622e-03
    8       8.000s     3.837e-01     3.889e-01    5.190e-03
    9       9.000s     3.286e-01     3.388e-01    1.013e-02
   10      10.000s     2.830e-01     2.955e-01    1.249e-02
   11      11.000s     2.456e-01     2.582e-01    1.262e-02
   12      12.000s     2.138e-01     2.260e-01    1.226e-02
   13      13.000s     1.861e-01     1.983e-01    1.214e-02
   14      14.000s     1.629e-01     1.743e-01    1.145e-02
   15      15.000s     1.438e-01     1.537e-01    9.912e-03
   16      16.000s     1.275e-01     1.358e-01    8.368e-03
   17      17.000s     1.133e-01     1.205e-01    7.132e-03
   18      18.000s     1.016e-01     1.072e-01    5.592e-03
   19      19.000s     9.199e-02     9.574e-02    3.750e-03
   20      20.000s     8.334e-02     8.587e-02    2.523e-03
   21      21.000s     7.525e-02     7.735e-02    2.092e-03
   22      22.000s     6.858e-02     6.999e-02    1.416e-03
   23      23.000s     6.377e-02     6.365e-02   -1.135e-04
   24      24.000s     6.000e-02     5.818e-02   -1.823e-03
   25      25.000s     5.657e-02     5.346e-02   -3.115e-03
   26      26.000s     5.395e-02     4.939e-02   -4.562e-03
   27      27.000s     5.287e-02     4.587e-02   -6.998e-03
   28      28.000s     5.321e-02     4.284e-02   -1.037e-02
   29      29.000s     5.425e-02     4.023e-02   -1.402e-02
   30      30.000s     5.541e-02     3.797e-02   -1.744e-02

============================================================

