SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/152/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 138 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.254e+00     4.475e-02  
T     =       4.072s      210.761s  

RSS   =    3.264e-03
SD    =    1.043e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.025e+00    2.512e-02
    2       2.000s     8.389e-01     8.114e-01   -2.756e-02
    3       3.000s     6.683e-01     6.441e-01   -2.416e-02
    4       4.000s     5.175e-01     5.133e-01   -4.215e-03
    5       5.000s     4.001e-01     4.109e-01    1.074e-02
    6       6.000s     3.142e-01     3.307e-01    1.656e-02
    7       7.000s     2.518e-01     2.680e-01    1.614e-02
    8       8.000s     2.069e-01     2.188e-01    1.194e-02
    9       9.000s     1.747e-01     1.804e-01    5.657e-03
   10      10.000s     1.507e-01     1.502e-01   -4.866e-04
   11      11.000s     1.315e-01     1.266e-01   -4.861e-03
   12      12.000s     1.156e-01     1.081e-01   -7.529e-03
   13      13.000s     1.026e-01     9.355e-02   -9.025e-03
   14      14.000s     9.131e-02     8.214e-02   -9.170e-03
   15      15.000s     8.102e-02     7.317e-02   -7.847e-03
   16      16.000s     7.198e-02     6.612e-02   -5.857e-03
   17      17.000s     6.465e-02     6.056e-02   -4.095e-03
   18      18.000s     5.872e-02     5.616e-02   -2.555e-03
   19      19.000s     5.357e-02     5.269e-02   -8.824e-04
   20      20.000s     4.917e-02     4.992e-02    7.568e-04
   21      21.000s     4.573e-02     4.772e-02    1.997e-03
   22      22.000s     4.305e-02     4.596e-02    2.909e-03
   23      23.000s     4.087e-02     4.454e-02    3.672e-03
   24      24.000s     3.932e-02     4.339e-02    4.065e-03
   25      25.000s     3.860e-02     4.245e-02    3.844e-03
   26      26.000s     3.843e-02     4.167e-02    3.237e-03
   27      27.000s     3.847e-02     4.102e-02    2.551e-03
   28      28.000s     3.888e-02     4.048e-02    1.595e-03
   29      29.000s     4.001e-02     4.001e-02    5.931e-07
   30      30.000s     4.177e-02     3.960e-02   -2.166e-03

============================================================

