SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/129/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 264 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.225e+00     5.786e-02  
T     =       4.311s       82.111s  

RSS   =    3.548e-03
SD    =    1.087e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.029e+00    2.880e-02
    2       2.000s     8.544e-01     8.269e-01   -2.745e-02
    3       3.000s     6.938e-01     6.667e-01   -2.706e-02
    4       4.000s     5.482e-01     5.396e-01   -8.660e-03
    5       5.000s     4.315e-01     4.386e-01    7.129e-03
    6       6.000s     3.431e-01     3.584e-01    1.535e-02
    7       7.000s     2.775e-01     2.947e-01    1.715e-02
    8       8.000s     2.299e-01     2.440e-01    1.416e-02
    9       9.000s     1.953e-01     2.037e-01    8.425e-03
   10      10.000s     1.691e-01     1.717e-01    2.549e-03
   11      11.000s     1.480e-01     1.461e-01   -1.921e-03
   12      12.000s     1.308e-01     1.257e-01   -5.078e-03
   13      13.000s     1.167e-01     1.094e-01   -7.229e-03
   14      14.000s     1.044e-01     9.641e-02   -8.013e-03
   15      15.000s     9.325e-02     8.596e-02   -7.290e-03
   16      16.000s     8.337e-02     7.756e-02   -5.812e-03
   17      17.000s     7.520e-02     7.078e-02   -4.420e-03
   18      18.000s     6.848e-02     6.530e-02   -3.185e-03
   19      19.000s     6.263e-02     6.084e-02   -1.794e-03
   20      20.000s     5.748e-02     5.719e-02   -2.832e-04
   21      21.000s     5.318e-02     5.419e-02    1.008e-03
   22      22.000s     4.983e-02     5.171e-02    1.873e-03
   23      23.000s     4.733e-02     4.963e-02    2.302e-03
   24      24.000s     4.551e-02     4.788e-02    2.365e-03
   25      25.000s     4.415e-02     4.639e-02    2.240e-03
   26      26.000s     4.297e-02     4.510e-02    2.134e-03
   27      27.000s     4.198e-02     4.398e-02    2.007e-03
   28      28.000s     4.146e-02     4.299e-02    1.532e-03
   29      29.000s     4.166e-02     4.211e-02    4.554e-04
   30      30.000s     4.252e-02     4.132e-02   -1.198e-03

============================================================

