SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/60/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 112 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.123e+00     6.221e-02  
T     =       6.305s      156.383s  

RSS   =    9.955e-04
SD    =    5.760e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    1.975e-02
    2       2.000s     8.917e-01     8.789e-01   -1.279e-02
    3       3.000s     7.752e-01     7.586e-01   -1.660e-02
    4       4.000s     6.636e-01     6.559e-01   -7.706e-03
    5       5.000s     5.672e-01     5.682e-01    1.042e-03
    6       6.000s     4.886e-01     4.933e-01    4.710e-03
    7       7.000s     4.243e-01     4.294e-01    5.041e-03
    8       8.000s     3.701e-01     3.747e-01    4.666e-03
    9       9.000s     3.241e-01     3.281e-01    4.005e-03
   10      10.000s     2.855e-01     2.882e-01    2.735e-03
   11      11.000s     2.528e-01     2.541e-01    1.370e-03
   12      12.000s     2.245e-01     2.250e-01    5.197e-04
   13      13.000s     2.000e-01     2.001e-01    4.767e-05
   14      14.000s     1.791e-01     1.788e-01   -3.246e-04
   15      15.000s     1.610e-01     1.605e-01   -4.753e-04
   16      16.000s     1.453e-01     1.449e-01   -3.652e-04
   17      17.000s     1.318e-01     1.315e-01   -2.974e-04
   18      18.000s     1.204e-01     1.201e-01   -3.736e-04
   19      19.000s     1.106e-01     1.102e-01   -3.235e-04
   20      20.000s     1.019e-01     1.018e-01   -8.973e-05
   21      21.000s     9.454e-02     9.455e-02    1.241e-05
   22      22.000s     8.843e-02     8.832e-02   -1.122e-04
   23      23.000s     8.311e-02     8.295e-02   -1.665e-04
   24      24.000s     7.835e-02     7.832e-02   -3.150e-05
   25      25.000s     7.427e-02     7.432e-02    4.166e-05
   26      26.000s     7.091e-02     7.085e-02   -5.410e-05
   27      27.000s     6.800e-02     6.785e-02   -1.513e-04
   28      28.000s     6.561e-02     6.525e-02   -3.624e-04
   29      29.000s     6.417e-02     6.297e-02   -1.199e-03
   30      30.000s     6.386e-02     6.099e-02   -2.871e-03

============================================================

