SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/50/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 331 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.114e+00     8.501e-02  
T     =       5.331s       58.925s  

RSS   =    2.898e-04
SD    =    3.108e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.007e+00    6.922e-03
    2       2.000s     8.571e-01     8.476e-01   -9.465e-03
    3       3.000s     7.207e-01     7.153e-01   -5.403e-03
    4       4.000s     6.042e-01     6.054e-01    1.282e-03
    5       5.000s     5.100e-01     5.141e-01    4.148e-03
    6       6.000s     4.344e-01     4.382e-01    3.826e-03
    7       7.000s     3.722e-01     3.751e-01    2.932e-03
    8       8.000s     3.203e-01     3.226e-01    2.360e-03
    9       9.000s     2.776e-01     2.789e-01    1.270e-03
   10      10.000s     2.431e-01     2.424e-01   -6.192e-04
   11      11.000s     2.143e-01     2.120e-01   -2.300e-03
   12      12.000s     1.897e-01     1.867e-01   -3.002e-03
   13      13.000s     1.685e-01     1.654e-01   -3.044e-03
   14      14.000s     1.505e-01     1.476e-01   -2.854e-03
   15      15.000s     1.350e-01     1.327e-01   -2.253e-03
   16      16.000s     1.214e-01     1.202e-01   -1.156e-03
   17      17.000s     1.097e-01     1.096e-01   -5.910e-05
   18      18.000s     1.001e-01     1.007e-01    6.431e-04
   19      19.000s     9.202e-02     9.314e-02    1.121e-03
   20      20.000s     8.516e-02     8.671e-02    1.544e-03
   21      21.000s     7.950e-02     8.121e-02    1.716e-03
   22      22.000s     7.490e-02     7.650e-02    1.605e-03
   23      23.000s     7.086e-02     7.244e-02    1.582e-03
   24      24.000s     6.714e-02     6.893e-02    1.783e-03
   25      25.000s     6.409e-02     6.586e-02    1.772e-03
   26      26.000s     6.197e-02     6.317e-02    1.206e-03
   27      27.000s     6.050e-02     6.080e-02    3.031e-04
   28      28.000s     5.936e-02     5.869e-02   -6.629e-04
   29      29.000s     5.863e-02     5.681e-02   -1.827e-03
   30      30.000s     5.851e-02     5.510e-02   -3.401e-03

============================================================

