SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/280/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 125 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.198e+00     6.186e-02  
T     =       4.555s      121.926s  

RSS   =    2.215e-03
SD    =    8.592e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.299e-02
    2       2.000s     8.514e-01     8.329e-01   -1.844e-02
    3       3.000s     7.027e-01     6.802e-01   -2.243e-02
    4       4.000s     5.680e-01     5.575e-01   -1.049e-02
    5       5.000s     4.558e-01     4.589e-01    3.100e-03
    6       6.000s     3.684e-01     3.797e-01    1.129e-02
    7       7.000s     3.023e-01     3.160e-01    1.369e-02
    8       8.000s     2.523e-01     2.647e-01    1.238e-02
    9       9.000s     2.148e-01     2.235e-01    8.662e-03
   10      10.000s     1.867e-01     1.903e-01    3.609e-03
   11      11.000s     1.645e-01     1.635e-01   -9.186e-04
   12      12.000s     1.455e-01     1.420e-01   -3.553e-03
   13      13.000s     1.293e-01     1.246e-01   -4.672e-03
   14      14.000s     1.158e-01     1.105e-01   -5.256e-03
   15      15.000s     1.046e-01     9.917e-02   -5.404e-03
   16      16.000s     9.477e-02     8.995e-02   -4.820e-03
   17      17.000s     8.630e-02     8.247e-02   -3.825e-03
   18      18.000s     7.930e-02     7.638e-02   -2.912e-03
   19      19.000s     7.338e-02     7.141e-02   -1.966e-03
   20      20.000s     6.808e-02     6.734e-02   -7.397e-04
   21      21.000s     6.352e-02     6.398e-02    4.633e-04
   22      22.000s     5.999e-02     6.121e-02    1.224e-03
   23      23.000s     5.725e-02     5.890e-02    1.654e-03
   24      24.000s     5.494e-02     5.697e-02    2.030e-03
   25      25.000s     5.311e-02     5.534e-02    2.227e-03
   26      26.000s     5.193e-02     5.395e-02    2.021e-03
   27      27.000s     5.125e-02     5.276e-02    1.514e-03
   28      28.000s     5.091e-02     5.173e-02    8.188e-04
   29      29.000s     5.112e-02     5.082e-02   -2.958e-04
   30      30.000s     5.207e-02     5.002e-02   -2.048e-03

============================================================

