SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/286/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 331 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.289e+00     3.698e-02  
T     =       3.796s       25.223s  

RSS   =    3.528e-03
SD    =    1.084e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00    2.609e-02
    2       2.000s     8.255e-01     7.953e-01   -3.017e-02
    3       3.000s     6.431e-01     6.177e-01   -2.544e-02
    4       4.000s     4.833e-01     4.810e-01   -2.297e-03
    5       5.000s     3.614e-01     3.757e-01    1.423e-02
    6       6.000s     2.761e-01     2.945e-01    1.840e-02
    7       7.000s     2.166e-01     2.319e-01    1.528e-02
    8       8.000s     1.736e-01     1.836e-01    1.004e-02
    9       9.000s     1.422e-01     1.463e-01    4.101e-03
   10      10.000s     1.193e-01     1.174e-01   -1.958e-03
   11      11.000s     1.015e-01     9.499e-02   -6.484e-03
   12      12.000s     8.601e-02     7.760e-02   -8.408e-03
   13      13.000s     7.257e-02     6.406e-02   -8.511e-03
   14      14.000s     6.138e-02     5.348e-02   -7.900e-03
   15      15.000s     5.181e-02     4.518e-02   -6.631e-03
   16      16.000s     4.325e-02     3.865e-02   -4.594e-03
   17      17.000s     3.596e-02     3.348e-02   -2.482e-03
   18      18.000s     3.029e-02     2.936e-02   -9.356e-04
   19      19.000s     2.576e-02     2.605e-02    2.938e-04
   20      20.000s     2.179e-02     2.337e-02    1.578e-03
   21      21.000s     1.859e-02     2.118e-02    2.597e-03
   22      22.000s     1.640e-02     1.938e-02    2.975e-03
   23      23.000s     1.484e-02     1.787e-02    3.026e-03
   24      24.000s     1.342e-02     1.659e-02    3.171e-03
   25      25.000s     1.229e-02     1.550e-02    3.212e-03
   26      26.000s     1.180e-02     1.456e-02    2.760e-03
   27      27.000s     1.184e-02     1.373e-02    1.883e-03
   28      28.000s     1.223e-02     1.299e-02    7.613e-04
   29      29.000s     1.313e-02     1.233e-02   -7.967e-04
   30      30.000s     1.471e-02     1.173e-02   -2.976e-03

============================================================

