SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/254/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.195e+00     2.473e-02  
T     =       5.981s    88599934847116.828s  

RSS   =    3.756e-03
SD    =    1.119e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.036e+00    3.590e-02
    2       2.000s     8.915e-01     8.802e-01   -1.125e-02
    3       3.000s     7.718e-01     7.485e-01   -2.334e-02
    4       4.000s     6.561e-01     6.370e-01   -1.904e-02
    5       5.000s     5.549e-01     5.428e-01   -1.212e-02
    6       6.000s     4.696e-01     4.630e-01   -6.596e-03
    7       7.000s     3.971e-01     3.955e-01   -1.600e-03
    8       8.000s     3.356e-01     3.384e-01    2.776e-03
    9       9.000s     2.844e-01     2.901e-01    5.667e-03
   10      10.000s     2.417e-01     2.493e-01    7.513e-03
   11      11.000s     2.056e-01     2.147e-01    9.074e-03
   12      12.000s     1.756e-01     1.854e-01    9.872e-03
   13      13.000s     1.513e-01     1.607e-01    9.352e-03
   14      14.000s     1.314e-01     1.398e-01    8.310e-03
   15      15.000s     1.143e-01     1.220e-01    7.746e-03
   16      16.000s     9.970e-02     1.071e-01    7.353e-03
   17      17.000s     8.800e-02     9.438e-02    6.381e-03
   18      18.000s     7.858e-02     8.365e-02    5.078e-03
   19      19.000s     7.044e-02     7.458e-02    4.141e-03
   20      20.000s     6.342e-02     6.691e-02    3.483e-03
   21      21.000s     5.784e-02     6.041e-02    2.574e-03
   22      22.000s     5.350e-02     5.492e-02    1.420e-03
   23      23.000s     4.994e-02     5.027e-02    3.259e-04
   24      24.000s     4.718e-02     4.634e-02   -8.449e-04
   25      25.000s     4.544e-02     4.301e-02   -2.433e-03
   26      26.000s     4.463e-02     4.019e-02   -4.435e-03
   27      27.000s     4.457e-02     3.781e-02   -6.760e-03
   28      28.000s     4.538e-02     3.580e-02   -9.579e-03
   29      29.000s     4.697e-02     3.409e-02   -1.288e-02
   30      30.000s     4.875e-02     3.265e-02   -1.610e-02

============================================================

