SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/38/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 372 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.050e+00     1.622e-01  
T     =       4.855s       30.360s  

RSS   =    8.367e-04
SD    =    5.281e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.012e+00    1.183e-02
    2       2.000s     8.632e-01     8.476e-01   -1.556e-02
    3       3.000s     7.228e-01     7.132e-01   -9.581e-03
    4       4.000s     6.020e-01     6.030e-01    1.016e-03
    5       5.000s     5.062e-01     5.126e-01    6.417e-03
    6       6.000s     4.306e-01     4.384e-01    7.811e-03
    7       7.000s     3.702e-01     3.772e-01    7.039e-03
    8       8.000s     3.225e-01     3.268e-01    4.274e-03
    9       9.000s     2.847e-01     2.851e-01    4.458e-04
   10      10.000s     2.532e-01     2.506e-01   -2.638e-03
   11      11.000s     2.261e-01     2.219e-01   -4.248e-03
   12      12.000s     2.028e-01     1.979e-01   -4.876e-03
   13      13.000s     1.827e-01     1.779e-01   -4.827e-03
   14      14.000s     1.650e-01     1.610e-01   -4.017e-03
   15      15.000s     1.495e-01     1.468e-01   -2.754e-03
   16      16.000s     1.362e-01     1.347e-01   -1.572e-03
   17      17.000s     1.248e-01     1.243e-01   -4.893e-04
   18      18.000s     1.147e-01     1.154e-01    7.306e-04
   19      19.000s     1.058e-01     1.077e-01    1.869e-03
   20      20.000s     9.846e-02     1.010e-01    2.536e-03
   21      21.000s     9.224e-02     9.510e-02    2.857e-03
   22      22.000s     8.670e-02     8.988e-02    3.182e-03
   23      23.000s     8.186e-02     8.523e-02    3.374e-03
   24      24.000s     7.802e-02     8.105e-02    3.033e-03
   25      25.000s     7.508e-02     7.728e-02    2.196e-03
   26      26.000s     7.263e-02     7.383e-02    1.209e-03
   27      27.000s     7.057e-02     7.068e-02    1.089e-04
   28      28.000s     6.909e-02     6.777e-02   -1.323e-03
   29      29.000s     6.817e-02     6.507e-02   -3.102e-03
   30      30.000s     6.765e-02     6.255e-02   -5.106e-03

============================================================

