SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/11/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.222e+00     2.828e-02  
T     =       5.007s    171582109412135.906s  

RSS   =    2.476e-03
SD    =    9.085e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.029e+00    2.942e-02
    2       2.000s     8.645e-01     8.482e-01   -1.628e-02
    3       3.000s     7.231e-01     6.997e-01   -2.336e-02
    4       4.000s     5.926e-01     5.782e-01   -1.445e-02
    5       5.000s     4.835e-01     4.786e-01   -4.904e-03
    6       6.000s     3.959e-01     3.971e-01    1.224e-03
    7       7.000s     3.247e-01     3.303e-01    5.660e-03
    8       8.000s     2.668e-01     2.756e-01    8.880e-03
    9       9.000s     2.212e-01     2.309e-01    9.648e-03
   10      10.000s     1.860e-01     1.942e-01    8.223e-03
   11      11.000s     1.577e-01     1.642e-01    6.450e-03
   12      12.000s     1.344e-01     1.396e-01    5.193e-03
   13      13.000s     1.155e-01     1.194e-01    3.908e-03
   14      14.000s     1.005e-01     1.029e-01    2.457e-03
   15      15.000s     8.793e-02     8.940e-02    1.470e-03
   16      16.000s     7.731e-02     7.833e-02    1.020e-03
   17      17.000s     6.878e-02     6.927e-02    4.901e-04
   18      18.000s     6.202e-02     6.185e-02   -1.708e-04
   19      19.000s     5.610e-02     5.577e-02   -3.283e-04
   20      20.000s     5.066e-02     5.080e-02    1.305e-04
   21      21.000s     4.617e-02     4.672e-02    5.449e-04
   22      22.000s     4.284e-02     4.338e-02    5.388e-04
   23      23.000s     4.025e-02     4.065e-02    3.938e-04
   24      24.000s     3.815e-02     3.841e-02    2.595e-04
   25      25.000s     3.674e-02     3.657e-02   -1.715e-04
   26      26.000s     3.617e-02     3.507e-02   -1.099e-03
   27      27.000s     3.631e-02     3.384e-02   -2.467e-03
   28      28.000s     3.729e-02     3.283e-02   -4.452e-03
   29      29.000s     3.936e-02     3.201e-02   -7.353e-03
   30      30.000s     4.220e-02     3.133e-02   -1.086e-02

============================================================

