SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/4/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.212e+00     2.742e-02  
T     =       5.840s    599765124733790.500s  

RSS   =    7.509e-03
SD    =    1.582e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.049e+00    4.879e-02
    2       2.000s     8.984e-01     8.881e-01   -1.032e-02
    3       3.000s     7.857e-01     7.526e-01   -3.305e-02
    4       4.000s     6.717e-01     6.385e-01   -3.318e-02
    5       5.000s     5.657e-01     5.423e-01   -2.334e-02
    6       6.000s     4.721e-01     4.613e-01   -1.077e-02
    7       7.000s     3.921e-01     3.930e-01    9.058e-04
    8       8.000s     3.261e-01     3.355e-01    9.428e-03
    9       9.000s     2.729e-01     2.870e-01    1.411e-02
   10      10.000s     2.303e-01     2.462e-01    1.587e-02
   11      11.000s     1.960e-01     2.117e-01    1.576e-02
   12      12.000s     1.684e-01     1.827e-01    1.437e-02
   13      13.000s     1.458e-01     1.583e-01    1.246e-02
   14      14.000s     1.268e-01     1.377e-01    1.091e-02
   15      15.000s     1.107e-01     1.203e-01    9.685e-03
   16      16.000s     9.762e-02     1.057e-01    8.098e-03
   17      17.000s     8.727e-02     9.339e-02    6.125e-03
   18      18.000s     7.858e-02     8.301e-02    4.431e-03
   19      19.000s     7.112e-02     7.426e-02    3.139e-03
   20      20.000s     6.521e-02     6.689e-02    1.678e-03
   21      21.000s     6.074e-02     6.068e-02   -6.298e-05
   22      22.000s     5.690e-02     5.545e-02   -1.457e-03
   23      23.000s     5.329e-02     5.104e-02   -2.258e-03
   24      24.000s     5.040e-02     4.732e-02   -3.080e-03
   25      25.000s     4.868e-02     4.419e-02   -4.488e-03
   26      26.000s     4.789e-02     4.155e-02   -6.345e-03
   27      27.000s     4.766e-02     3.933e-02   -8.331e-03
   28      28.000s     4.795e-02     3.745e-02   -1.050e-02
   29      29.000s     4.885e-02     3.587e-02   -1.297e-02
   30      30.000s     5.015e-02     3.454e-02   -1.560e-02

============================================================

