SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/240/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.243e+00     3.519e-02  
T     =       4.849s    156838542176770.625s  

RSS   =    7.117e-03
SD    =    1.540e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.047e+00    4.676e-02
    2       2.000s     8.859e-01     8.583e-01   -2.762e-02
    3       3.000s     7.503e-01     7.049e-01   -4.544e-02
    4       4.000s     6.064e-01     5.801e-01   -2.628e-02
    5       5.000s     4.784e-01     4.786e-01    1.849e-04
    6       6.000s     3.807e-01     3.959e-01    1.521e-02
    7       7.000s     3.098e-01     3.287e-01    1.897e-02
    8       8.000s     2.557e-01     2.740e-01    1.835e-02
    9       9.000s     2.139e-01     2.295e-01    1.558e-02
   10      10.000s     1.830e-01     1.933e-01    1.035e-02
   11      11.000s     1.590e-01     1.638e-01    4.796e-03
   12      12.000s     1.384e-01     1.399e-01    1.436e-03
   13      13.000s     1.207e-01     1.204e-01   -3.385e-04
   14      14.000s     1.066e-01     1.045e-01   -2.104e-03
   15      15.000s     9.493e-02     9.158e-02   -3.353e-03
   16      16.000s     8.416e-02     8.107e-02   -3.089e-03
   17      17.000s     7.473e-02     7.252e-02   -2.207e-03
   18      18.000s     6.751e-02     6.556e-02   -1.951e-03
   19      19.000s     6.172e-02     5.990e-02   -1.822e-03
   20      20.000s     5.626e-02     5.530e-02   -9.629e-04
   21      21.000s     5.159e-02     5.155e-02   -3.658e-05
   22      22.000s     4.846e-02     4.850e-02    3.728e-05
   23      23.000s     4.623e-02     4.602e-02   -2.094e-04
   24      24.000s     4.398e-02     4.400e-02    2.114e-05
   25      25.000s     4.220e-02     4.236e-02    1.546e-04
   26      26.000s     4.171e-02     4.102e-02   -6.909e-04
   27      27.000s     4.204e-02     3.993e-02   -2.106e-03
   28      28.000s     4.230e-02     3.905e-02   -3.249e-03
   29      29.000s     4.267e-02     3.833e-02   -4.344e-03
   30      30.000s     4.379e-02     3.774e-02   -6.048e-03

============================================================

