SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/130/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 327 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.204e+00     9.302e-02  
T     =       3.847s       40.750s  

RSS   =    1.988e-03
SD    =    8.140e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.938e-02
    2       2.000s     8.281e-01     8.046e-01   -2.351e-02
    3       3.000s     6.563e-01     6.386e-01   -1.775e-02
    4       4.000s     5.102e-01     5.101e-01   -9.157e-05
    5       5.000s     4.004e-01     4.106e-01    1.025e-02
    6       6.000s     3.211e-01     3.335e-01    1.231e-02
    7       7.000s     2.625e-01     2.736e-01    1.105e-02
    8       8.000s     2.190e-01     2.270e-01    7.950e-03
    9       9.000s     1.879e-01     1.907e-01    2.809e-03
   10      10.000s     1.645e-01     1.623e-01   -2.261e-03
   11      11.000s     1.450e-01     1.400e-01   -4.948e-03
   12      12.000s     1.284e-01     1.225e-01   -5.836e-03
   13      13.000s     1.152e-01     1.087e-01   -6.501e-03
   14      14.000s     1.042e-01     9.762e-02   -6.630e-03
   15      15.000s     9.410e-02     8.878e-02   -5.325e-03
   16      16.000s     8.500e-02     8.163e-02   -3.373e-03
   17      17.000s     7.782e-02     7.580e-02   -2.023e-03
   18      18.000s     7.192e-02     7.099e-02   -9.285e-04
   19      19.000s     6.621e-02     6.698e-02    7.711e-04
   20      20.000s     6.107e-02     6.359e-02    2.524e-03
   21      21.000s     5.742e-02     6.069e-02    3.265e-03
   22      22.000s     5.494e-02     5.817e-02    3.232e-03
   23      23.000s     5.265e-02     5.595e-02    3.301e-03
   24      24.000s     5.058e-02     5.397e-02    3.392e-03
   25      25.000s     4.925e-02     5.218e-02    2.930e-03
   26      26.000s     4.843e-02     5.054e-02    2.111e-03
   27      27.000s     4.766e-02     4.903e-02    1.366e-03
   28      28.000s     4.741e-02     4.762e-02    2.149e-04
   29      29.000s     4.841e-02     4.630e-02   -2.111e-03
   30      30.000s     5.053e-02     4.504e-02   -5.484e-03

============================================================

