SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/265/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.221e+00     4.172e-02  
T     =       4.740s    38038887250363.812s  

RSS   =    3.115e-03
SD    =    1.019e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.030e+00    3.027e-02
    2       2.000s     8.662e-01     8.422e-01   -2.398e-02
    3       3.000s     7.183e-01     6.900e-01   -2.832e-02
    4       4.000s     5.784e-01     5.667e-01   -1.172e-02
    5       5.000s     4.625e-01     4.668e-01    4.307e-03
    6       6.000s     3.739e-01     3.860e-01    1.209e-02
    7       7.000s     3.069e-01     3.205e-01    1.360e-02
    8       8.000s     2.553e-01     2.675e-01    1.213e-02
    9       9.000s     2.156e-01     2.245e-01    8.916e-03
   10      10.000s     1.850e-01     1.898e-01    4.738e-03
   11      11.000s     1.606e-01     1.616e-01    1.016e-03
   12      12.000s     1.403e-01     1.388e-01   -1.446e-03
   13      13.000s     1.233e-01     1.203e-01   -2.995e-03
   14      14.000s     1.094e-01     1.054e-01   -3.964e-03
   15      15.000s     9.739e-02     9.328e-02   -4.113e-03
   16      16.000s     8.698e-02     8.347e-02   -3.512e-03
   17      17.000s     7.838e-02     7.553e-02   -2.850e-03
   18      18.000s     7.158e-02     6.910e-02   -2.474e-03
   19      19.000s     6.587e-02     6.389e-02   -1.971e-03
   20      20.000s     6.076e-02     5.968e-02   -1.087e-03
   21      21.000s     5.653e-02     5.626e-02   -2.689e-04
   22      22.000s     5.338e-02     5.350e-02    1.183e-04
   23      23.000s     5.086e-02     5.126e-02    4.010e-04
   24      24.000s     4.853e-02     4.944e-02    9.163e-04
   25      25.000s     4.665e-02     4.798e-02    1.327e-03
   26      26.000s     4.562e-02     4.679e-02    1.162e-03
   27      27.000s     4.526e-02     4.582e-02    5.666e-04
   28      28.000s     4.509e-02     4.504e-02   -5.008e-05
   29      29.000s     4.519e-02     4.441e-02   -7.792e-04
   30      30.000s     4.594e-02     4.390e-02   -2.036e-03

============================================================

