SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/196/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 248 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.224e+00     4.861e-02  
T     =       4.409s      195.681s  

RSS   =    2.427e-03
SD    =    8.994e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.024e+00    2.365e-02
    2       2.000s     8.472e-01     8.255e-01   -2.165e-02
    3       3.000s     6.897e-01     6.675e-01   -2.222e-02
    4       4.000s     5.499e-01     5.415e-01   -8.364e-03
    5       5.000s     4.363e-01     4.411e-01    4.819e-03
    6       6.000s     3.484e-01     3.610e-01    1.260e-02
    7       7.000s     2.825e-01     2.970e-01    1.456e-02
    8       8.000s     2.340e-01     2.460e-01    1.205e-02
    9       9.000s     1.979e-01     2.054e-01    7.422e-03
   10      10.000s     1.702e-01     1.729e-01    2.663e-03
   11      11.000s     1.483e-01     1.469e-01   -1.364e-03
   12      12.000s     1.306e-01     1.262e-01   -4.382e-03
   13      13.000s     1.157e-01     1.096e-01   -6.100e-03
   14      14.000s     1.029e-01     9.639e-02   -6.492e-03
   15      15.000s     9.182e-02     8.578e-02   -6.036e-03
   16      16.000s     8.249e-02     7.728e-02   -5.208e-03
   17      17.000s     7.454e-02     7.046e-02   -4.077e-03
   18      18.000s     6.765e-02     6.498e-02   -2.664e-03
   19      19.000s     6.186e-02     6.057e-02   -1.296e-03
   20      20.000s     5.728e-02     5.700e-02   -2.740e-04
   21      21.000s     5.361e-02     5.412e-02    5.036e-04
   22      22.000s     5.049e-02     5.177e-02    1.289e-03
   23      23.000s     4.780e-02     4.986e-02    2.063e-03
   24      24.000s     4.567e-02     4.829e-02    2.627e-03
   25      25.000s     4.410e-02     4.700e-02    2.901e-03
   26      26.000s     4.306e-02     4.593e-02    2.867e-03
   27      27.000s     4.268e-02     4.503e-02    2.348e-03
   28      28.000s     4.312e-02     4.427e-02    1.144e-03
   29      29.000s     4.428e-02     4.362e-02   -6.597e-04
   30      30.000s     4.577e-02     4.306e-02   -2.711e-03

============================================================

