SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/148/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 273 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.179e+00     7.322e-02  
T     =       4.475s       77.716s  

RSS   =    1.132e-03
SD    =    6.143e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.015e+00    1.506e-02
    2       2.000s     8.417e-01     8.253e-01   -1.635e-02
    3       3.000s     6.867e-01     6.734e-01   -1.325e-02
    4       4.000s     5.545e-01     5.518e-01   -2.703e-03
    5       5.000s     4.493e-01     4.543e-01    4.943e-03
    6       6.000s     3.674e-01     3.762e-01    8.824e-03
    7       7.000s     3.040e-01     3.135e-01    9.505e-03
    8       8.000s     2.560e-01     2.633e-01    7.281e-03
    9       9.000s     2.195e-01     2.230e-01    3.463e-03
   10      10.000s     1.907e-01     1.905e-01   -1.785e-04
   11      11.000s     1.673e-01     1.644e-01   -2.859e-03
   12      12.000s     1.480e-01     1.434e-01   -4.598e-03
   13      13.000s     1.318e-01     1.265e-01   -5.341e-03
   14      14.000s     1.178e-01     1.128e-01   -5.098e-03
   15      15.000s     1.060e-01     1.016e-01   -4.316e-03
   16      16.000s     9.598e-02     9.260e-02   -3.380e-03
   17      17.000s     8.743e-02     8.523e-02   -2.199e-03
   18      18.000s     7.992e-02     7.919e-02   -7.346e-04
   19      19.000s     7.364e-02     7.422e-02    5.828e-04
   20      20.000s     6.868e-02     7.011e-02    1.428e-03
   21      21.000s     6.465e-02     6.668e-02    2.032e-03
   22      22.000s     6.117e-02     6.380e-02    2.636e-03
   23      23.000s     5.835e-02     6.137e-02    3.016e-03
   24      24.000s     5.633e-02     5.929e-02    2.956e-03
   25      25.000s     5.480e-02     5.750e-02    2.692e-03
   26      26.000s     5.354e-02     5.593e-02    2.397e-03
   27      27.000s     5.290e-02     5.456e-02    1.661e-03
   28      28.000s     5.333e-02     5.333e-02   -6.946e-08
   29      29.000s     5.464e-02     5.222e-02   -2.421e-03
   30      30.000s     5.626e-02     5.122e-02   -5.041e-03

============================================================

