SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/93/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 353 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.210e+00     6.591e-02  
T     =       4.064s       33.071s  

RSS   =    6.638e-04
SD    =    4.704e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.010e+00    9.875e-03
    2       2.000s     8.181e-01     8.017e-01   -1.645e-02
    3       3.000s     6.437e-01     6.385e-01   -5.241e-03
    4       4.000s     5.060e-01     5.106e-01    4.525e-03
    5       5.000s     4.037e-01     4.102e-01    6.492e-03
    6       6.000s     3.251e-01     3.314e-01    6.327e-03
    7       7.000s     2.646e-01     2.695e-01    4.896e-03
    8       8.000s     2.199e-01     2.207e-01    8.466e-04
    9       9.000s     1.855e-01     1.823e-01   -3.145e-03
   10      10.000s     1.560e-01     1.520e-01   -3.984e-03
   11      11.000s     1.311e-01     1.280e-01   -3.048e-03
   12      12.000s     1.120e-01     1.090e-01   -2.973e-03
   13      13.000s     9.703e-02     9.388e-02   -3.158e-03
   14      14.000s     8.377e-02     8.178e-02   -1.995e-03
   15      15.000s     7.253e-02     7.207e-02   -4.624e-04
   16      16.000s     6.445e-02     6.424e-02   -2.065e-04
   17      17.000s     5.834e-02     5.788e-02   -4.611e-04
   18      18.000s     5.241e-02     5.268e-02    2.744e-04
   19      19.000s     4.696e-02     4.839e-02    1.436e-03
   20      20.000s     4.307e-02     4.483e-02    1.755e-03
   21      21.000s     4.012e-02     4.183e-02    1.706e-03
   22      22.000s     3.696e-02     3.928e-02    2.325e-03
   23      23.000s     3.404e-02     3.710e-02    3.055e-03
   24      24.000s     3.238e-02     3.520e-02    2.821e-03
   25      25.000s     3.154e-02     3.353e-02    1.994e-03
   26      26.000s     3.058e-02     3.205e-02    1.469e-03
   27      27.000s     2.984e-02     3.071e-02    8.664e-04
   28      28.000s     3.021e-02     2.950e-02   -7.065e-04
   29      29.000s     3.151e-02     2.839e-02   -3.124e-03
   30      30.000s     3.326e-02     2.736e-02   -5.894e-03

============================================================

