SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/83/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 293 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.207e+00     5.745e-02  
T     =       4.421s      115.328s  

RSS   =    1.812e-03
SD    =    7.772e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    1.994e-02
    2       2.000s     8.441e-01     8.245e-01   -1.962e-02
    3       3.000s     6.874e-01     6.686e-01   -1.883e-02
    4       4.000s     5.496e-01     5.441e-01   -5.497e-03
    5       5.000s     4.386e-01     4.447e-01    6.067e-03
    6       6.000s     3.537e-01     3.653e-01    1.167e-02
    7       7.000s     2.899e-01     3.020e-01    1.205e-02
    8       8.000s     2.420e-01     2.513e-01    9.270e-03
    9       9.000s     2.057e-01     2.108e-01    5.146e-03
   10      10.000s     1.775e-01     1.785e-01    9.377e-04
   11      11.000s     1.550e-01     1.525e-01   -2.500e-03
   12      12.000s     1.364e-01     1.318e-01   -4.664e-03
   13      13.000s     1.207e-01     1.151e-01   -5.540e-03
   14      14.000s     1.073e-01     1.018e-01   -5.533e-03
   15      15.000s     9.610e-02     9.104e-02   -5.059e-03
   16      16.000s     8.664e-02     8.239e-02   -4.250e-03
   17      17.000s     7.854e-02     7.540e-02   -3.136e-03
   18      18.000s     7.167e-02     6.975e-02   -1.925e-03
   19      19.000s     6.602e-02     6.515e-02   -8.652e-04
   20      20.000s     6.133e-02     6.141e-02    7.488e-05
   21      21.000s     5.722e-02     5.834e-02    1.120e-03
   22      22.000s     5.354e-02     5.581e-02    2.274e-03
   23      23.000s     5.052e-02     5.371e-02    3.193e-03
   24      24.000s     4.843e-02     5.196e-02    3.529e-03
   25      25.000s     4.723e-02     5.048e-02    3.258e-03
   26      26.000s     4.665e-02     4.923e-02    2.576e-03
   27      27.000s     4.656e-02     4.815e-02    1.594e-03
   28      28.000s     4.699e-02     4.721e-02    2.253e-04
   29      29.000s     4.801e-02     4.639e-02   -1.623e-03
   30      30.000s     4.951e-02     4.566e-02   -3.856e-03

============================================================

