SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/275/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 312 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.220e+00     3.801e-02  
T     =       4.631s       80.485s  

RSS   =    1.797e-03
SD    =    7.739e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    2.046e-02
    2       2.000s     8.493e-01     8.291e-01   -2.017e-02
    3       3.000s     6.944e-01     6.748e-01   -1.958e-02
    4       4.000s     5.555e-01     5.504e-01   -5.068e-03
    5       5.000s     4.427e-01     4.501e-01    7.432e-03
    6       6.000s     3.569e-01     3.692e-01    1.229e-02
    7       7.000s     2.927e-01     3.039e-01    1.117e-02
    8       8.000s     2.433e-01     2.512e-01    7.850e-03
    9       9.000s     2.044e-01     2.087e-01    4.225e-03
   10      10.000s     1.738e-01     1.743e-01    5.339e-04
   11      11.000s     1.492e-01     1.466e-01   -2.624e-03
   12      12.000s     1.285e-01     1.241e-01   -4.354e-03
   13      13.000s     1.108e-01     1.060e-01   -4.797e-03
   14      14.000s     9.611e-02     9.128e-02   -4.832e-03
   15      15.000s     8.403e-02     7.936e-02   -4.671e-03
   16      16.000s     7.359e-02     6.969e-02   -3.908e-03
   17      17.000s     6.445e-02     6.182e-02   -2.633e-03
   18      18.000s     5.684e-02     5.541e-02   -1.432e-03
   19      19.000s     5.063e-02     5.018e-02   -4.512e-04
   20      20.000s     4.531e-02     4.589e-02    5.763e-04
   21      21.000s     4.084e-02     4.237e-02    1.527e-03
   22      22.000s     3.747e-02     3.947e-02    1.999e-03
   23      23.000s     3.496e-02     3.706e-02    2.097e-03
   24      24.000s     3.280e-02     3.506e-02    2.255e-03
   25      25.000s     3.099e-02     3.338e-02    2.394e-03
   26      26.000s     2.996e-02     3.196e-02    2.008e-03
   27      27.000s     2.971e-02     3.076e-02    1.051e-03
   28      28.000s     2.975e-02     2.973e-02   -1.828e-05
   29      29.000s     2.987e-02     2.884e-02   -1.030e-03
   30      30.000s     3.032e-02     2.806e-02   -2.265e-03

============================================================

