SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/78/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 451 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.134e+00     1.106e-01  
T     =       4.701s       40.886s  

RSS   =    2.613e-03
SD    =    9.333e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.025e+00    2.474e-02
    2       2.000s     8.733e-01     8.465e-01   -2.682e-02
    3       3.000s     7.256e-01     7.019e-01   -2.372e-02
    4       4.000s     5.857e-01     5.846e-01   -1.034e-03
    5       5.000s     4.770e-01     4.894e-01    1.237e-02
    6       6.000s     3.994e-01     4.120e-01    1.265e-02
    7       7.000s     3.391e-01     3.491e-01    9.991e-03
    8       8.000s     2.893e-01     2.978e-01    8.533e-03
    9       9.000s     2.510e-01     2.560e-01    4.983e-03
   10      10.000s     2.225e-01     2.218e-01   -7.180e-04
   11      11.000s     1.981e-01     1.938e-01   -4.343e-03
   12      12.000s     1.757e-01     1.708e-01   -4.893e-03
   13      13.000s     1.572e-01     1.519e-01   -5.266e-03
   14      14.000s     1.425e-01     1.363e-01   -6.198e-03
   15      15.000s     1.289e-01     1.233e-01   -5.584e-03
   16      16.000s     1.159e-01     1.125e-01   -3.354e-03
   17      17.000s     1.053e-01     1.035e-01   -1.859e-03
   18      18.000s     9.739e-02     9.587e-02   -1.523e-03
   19      19.000s     8.991e-02     8.942e-02   -4.907e-04
   20      20.000s     8.248e-02     8.392e-02    1.448e-03
   21      21.000s     7.675e-02     7.920e-02    2.444e-03
   22      22.000s     7.295e-02     7.510e-02    2.156e-03
   23      23.000s     6.932e-02     7.153e-02    2.209e-03
   24      24.000s     6.542e-02     6.837e-02    2.951e-03
   25      25.000s     6.266e-02     6.557e-02    2.912e-03
   26      26.000s     6.132e-02     6.305e-02    1.733e-03
   27      27.000s     6.005e-02     6.078e-02    7.292e-04
   28      28.000s     5.846e-02     5.870e-02    2.372e-04
   29      29.000s     5.775e-02     5.679e-02   -9.576e-04
   30      30.000s     5.822e-02     5.502e-02   -3.204e-03

============================================================

