SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/22/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.220e+00     2.685e-02  
T     =       4.849s    94071470385347.141s  

RSS   =    1.275e-03
SD    =    6.520e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    1.963e-02
    2       2.000s     8.550e-01     8.346e-01   -2.036e-02
    3       3.000s     6.996e-01     6.841e-01   -1.545e-02
    4       4.000s     5.634e-01     5.616e-01   -1.758e-03
    5       5.000s     4.567e-01     4.620e-01    5.289e-03
    6       6.000s     3.735e-01     3.809e-01    7.406e-03
    7       7.000s     3.072e-01     3.149e-01    7.736e-03
    8       8.000s     2.557e-01     2.612e-01    5.546e-03
    9       9.000s     2.160e-01     2.176e-01    1.573e-03
   10      10.000s     1.829e-01     1.820e-01   -9.010e-04
   11      11.000s     1.541e-01     1.531e-01   -1.025e-03
   12      12.000s     1.307e-01     1.296e-01   -1.082e-03
   13      13.000s     1.124e-01     1.104e-01   -1.940e-03
   14      14.000s     9.684e-02     9.486e-02   -1.986e-03
   15      15.000s     8.294e-02     8.218e-02   -7.552e-04
   16      16.000s     7.176e-02     7.187e-02    1.116e-04
   17      17.000s     6.356e-02     6.348e-02   -8.197e-05
   18      18.000s     5.684e-02     5.665e-02   -1.856e-04
   19      19.000s     5.084e-02     5.110e-02    2.632e-04
   20      20.000s     4.627e-02     4.658e-02    3.115e-04
   21      21.000s     4.312e-02     4.290e-02   -2.136e-04
   22      22.000s     4.010e-02     3.991e-02   -1.874e-04
   23      23.000s     3.677e-02     3.748e-02    7.015e-04
   24      24.000s     3.409e-02     3.549e-02    1.400e-03
   25      25.000s     3.248e-02     3.388e-02    1.404e-03
   26      26.000s     3.124e-02     3.257e-02    1.331e-03
   27      27.000s     3.027e-02     3.150e-02    1.236e-03
   28      28.000s     3.050e-02     3.064e-02    1.316e-04
   29      29.000s     3.235e-02     2.993e-02   -2.423e-03
   30      30.000s     3.507e-02     2.936e-02   -5.717e-03

============================================================

