SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/247/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 134 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.260e+00     4.141e-02  
T     =       4.109s      225.201s  

RSS   =    3.838e-03
SD    =    1.131e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.029e+00    2.890e-02
    2       2.000s     8.437e-01     8.153e-01   -2.833e-02
    3       3.000s     6.756e-01     6.479e-01   -2.775e-02
    4       4.000s     5.255e-01     5.166e-01   -8.913e-03
    5       5.000s     4.052e-01     4.136e-01    8.389e-03
    6       6.000s     3.152e-01     3.328e-01    1.763e-02
    7       7.000s     2.509e-01     2.694e-01    1.849e-02
    8       8.000s     2.058e-01     2.197e-01    1.395e-02
    9       9.000s     1.728e-01     1.807e-01    7.945e-03
   10      10.000s     1.476e-01     1.501e-01    2.472e-03
   11      11.000s     1.284e-01     1.260e-01   -2.382e-03
   12      12.000s     1.134e-01     1.072e-01   -6.267e-03
   13      13.000s     1.005e-01     9.232e-02   -8.190e-03
   14      14.000s     8.883e-02     8.065e-02   -8.180e-03
   15      15.000s     7.889e-02     7.146e-02   -7.428e-03
   16      16.000s     7.079e-02     6.422e-02   -6.566e-03
   17      17.000s     6.374e-02     5.851e-02   -5.236e-03
   18      18.000s     5.744e-02     5.399e-02   -3.443e-03
   19      19.000s     5.235e-02     5.042e-02   -1.931e-03
   20      20.000s     4.854e-02     4.758e-02   -9.605e-04
   21      21.000s     4.530e-02     4.532e-02    2.116e-05
   22      22.000s     4.229e-02     4.351e-02    1.223e-03
   23      23.000s     3.995e-02     4.206e-02    2.113e-03
   24      24.000s     3.846e-02     4.089e-02    2.431e-03
   25      25.000s     3.733e-02     3.993e-02    2.602e-03
   26      26.000s     3.629e-02     3.915e-02    2.858e-03
   27      27.000s     3.567e-02     3.850e-02    2.828e-03
   28      28.000s     3.569e-02     3.795e-02    2.261e-03
   29      29.000s     3.612e-02     3.749e-02    1.376e-03
   30      30.000s     3.685e-02     3.710e-02    2.463e-04

============================================================

