SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/309/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 307 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.194e+00     9.149e-02  
T     =       4.016s       49.621s  

RSS   =    2.078e-03
SD    =    8.322e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    2.025e-02
    2       2.000s     8.373e-01     8.134e-01   -2.392e-02
    3       3.000s     6.694e-01     6.517e-01   -1.772e-02
    4       4.000s     5.267e-01     5.253e-01   -1.419e-03
    5       5.000s     4.178e-01     4.265e-01    8.654e-03
    6       6.000s     3.365e-01     3.490e-01    1.256e-02
    7       7.000s     2.757e-01     2.884e-01    1.262e-02
    8       8.000s     2.317e-01     2.407e-01    9.031e-03
    9       9.000s     2.001e-01     2.033e-01    3.212e-03
   10      10.000s     1.756e-01     1.738e-01   -1.830e-03
   11      11.000s     1.552e-01     1.505e-01   -4.759e-03
   12      12.000s     1.384e-01     1.320e-01   -6.444e-03
   13      13.000s     1.247e-01     1.173e-01   -7.360e-03
   14      14.000s     1.125e-01     1.056e-01   -6.895e-03
   15      15.000s     1.013e-01     9.613e-02   -5.141e-03
   16      16.000s     9.174e-02     8.850e-02   -3.239e-03
   17      17.000s     8.403e-02     8.228e-02   -1.751e-03
   18      18.000s     7.744e-02     7.716e-02   -2.745e-04
   19      19.000s     7.169e-02     7.292e-02    1.224e-03
   20      20.000s     6.722e-02     6.935e-02    2.133e-03
   21      21.000s     6.395e-02     6.632e-02    2.372e-03
   22      22.000s     6.112e-02     6.372e-02    2.601e-03
   23      23.000s     5.836e-02     6.145e-02    3.087e-03
   24      24.000s     5.608e-02     5.944e-02    3.363e-03
   25      25.000s     5.453e-02     5.765e-02    3.118e-03
   26      26.000s     5.351e-02     5.602e-02    2.511e-03
   27      27.000s     5.302e-02     5.454e-02    1.512e-03
   28      28.000s     5.334e-02     5.316e-02   -1.815e-04
   29      29.000s     5.434e-02     5.187e-02   -2.463e-03
   30      30.000s     5.546e-02     5.066e-02   -4.799e-03

============================================================

