SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/118/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 294 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.176e+00     8.496e-02  
T     =       4.610s      112.265s  

RSS   =    3.893e-03
SD    =    1.139e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.031e+00    3.055e-02
    2       2.000s     8.698e-01     8.453e-01   -2.455e-02
    3       3.000s     7.271e-01     6.960e-01   -3.110e-02
    4       4.000s     5.893e-01     5.757e-01   -1.357e-02
    5       5.000s     4.723e-01     4.787e-01    6.363e-03
    6       6.000s     3.839e-01     4.005e-01    1.660e-02
    7       7.000s     3.199e-01     3.374e-01    1.749e-02
    8       8.000s     2.720e-01     2.864e-01    1.446e-02
    9       9.000s     2.353e-01     2.453e-01    1.006e-02
   10      10.000s     2.076e-01     2.121e-01    4.431e-03
   11      11.000s     1.862e-01     1.852e-01   -9.952e-04
   12      12.000s     1.677e-01     1.634e-01   -4.303e-03
   13      13.000s     1.515e-01     1.458e-01   -5.744e-03
   14      14.000s     1.381e-01     1.314e-01   -6.672e-03
   15      15.000s     1.268e-01     1.198e-01   -7.048e-03
   16      16.000s     1.164e-01     1.102e-01   -6.179e-03
   17      17.000s     1.071e-01     1.025e-01   -4.691e-03
   18      18.000s     9.977e-02     9.607e-02   -3.697e-03
   19      19.000s     9.375e-02     9.081e-02   -2.943e-03
   20      20.000s     8.805e-02     8.645e-02   -1.600e-03
   21      21.000s     8.289e-02     8.283e-02   -6.215e-05
   22      22.000s     7.907e-02     7.979e-02    7.182e-04
   23      23.000s     7.629e-02     7.723e-02    9.451e-04
   24      24.000s     7.358e-02     7.506e-02    1.473e-03
   25      25.000s     7.100e-02     7.319e-02    2.191e-03
   26      26.000s     6.922e-02     7.158e-02    2.359e-03
   27      27.000s     6.815e-02     7.016e-02    2.016e-03
   28      28.000s     6.719e-02     6.891e-02    1.727e-03
   29      29.000s     6.642e-02     6.780e-02    1.379e-03
   30      30.000s     6.635e-02     6.679e-02    4.462e-04

============================================================

